Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017<R>,2018<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,315.921,351.78,385.7,384.252,403.56,411.274,322.237,320.825,331.488,339.427,337.706,351.297,387.638,494.956,563.742,609.143
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,327.481,428.496,504.414,430.654,363.163,350.94,329.904,248.284,200.818,183.658,179.636,194.641,172.988,144.359,222.423,265.547
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,333.683,354.493,352.827,353.616,380.474,368.961,356.736,404.865,381.444,416.102,410.005,427.561,390.585,359.985,334.508,323.212
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,155.736,147.58,144.085,156.716,165.233,155.053,151.643,142.344,124.241,131.303,152.545,175.418,249.049,268.207,271.978,282.484
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,461.596,506.19,556.925,599.448,533.763,413.69,367.608,345.204,344.055,351.11,367.634,376.821,386.463,376.93,376.338,368.786
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,78.357,89.97,93.359,92.216,110.726,94.116,70.54,76.202,69.707,67.99,69.355,72.665,73.375,87.919,100.419,108.319
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,276.224,310.099,325.16,307.025,312.82,357.914,289.714,252.328,258.143,239.152,227.904,225.627,259.41,314.455,284.983,278.347
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,193.382,199.19,188.074,183.329,205.098,192.955,192.542,179.494,185.722,195.662,204.148,221.063,220.573,232.395,219.661,244.379
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,1060.644,847.737,795.343,690.404,789.434,687.275,705.093,703.149,633.146,706.998,687.42,712.376,679.545,669.894,853.934,1035.83
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,75.108,79.807,86.025,105.709,108.12,111.993,114.931,126.611,132.091,160.281,173.379,184.247,191.159,195.605,192.909,184.805
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,33.381,37.392,37.06,42.639,44.934,54.114,50.262,59.902,53.433,53.532,61.309,66.629,67.146,65.801,80.428,63.723
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.507623329201,0.532024158181,0.586683679464,0.562479206255,0.523130907229,0.534741335377,0.532440195654,0.516385261086,0.490665815761,0.498081421257,0.587274590412,0.576180400277,0.571497720253,0.692016027324,0.669304694809,0.609080559369
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,6.967227034852,7.200629021097,7.280791960242,7.087037448647,5.763367511819,6.322348790644,4.670242752992,2.879139979841,1.871800563773,1.919147845887,2.124668551295,2.490150485012,2.52457890223,3.033856455013,2.755031473397,2.990133146272
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.036953788071,0.039883708225,0.041688447442,0.055193965505,0.091852814806,0.178002108848,0.135957508931,0.107759714168,0.10898456126,0.110325842374,0.117589804618,0.137102165595,0.235338920145,0.208088506361,0.202304476126,0.172937969993
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.13665830959,0.130436179854,0.136265030033,0.121994238407,0.115787262402,0.113971186847,0.133795793186,0.138562232708,0.16953103698,0.178578134426,0.206536782448,0.136047439937,0.17021223355,0.219544084378,0.190755850383,0.202991287067
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1.567258778932,1.572702712546,1.673317265307,1.677367440288,1.822320038292,1.815202913754,1.909688512133,2.104498958714,2.065557430737,2.186766565899,2.246954710283,2.095301765124,1.929821371774,2.128673295393,1.982421045527,2.092785753598
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.179871554896,0.189164811669,0.160130876721,0.172234188145,0.198891595232,0.218145243751,0.200967507107,0.194962593435,0.15978007254,0.142428065471,0.15002014662,0.177623914038,0.146299475237,0.151564218836,0.136075297815,0.125129287552
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,0.91156870457,0.988621488269,0.955728313658,1.08014611829,0.886369877573,0.877067217947,1.00127310646,1.021814047155,0.8852925502,0.898020615398,0.911647921139,0.960283088367,0.981424017269,0.956112767285,0.981722351731,0.769787757982
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,5.578386645068,7.861576794778,10.69651502402,10.971211962621,11.314181472497,11.201718378945,11.124823327776,11.036518543822,13.129236975042,14.426250112067,17.176077182076,17.52546351136,16.836184898483,15.218450746318,14.223972086053,13.919811269121
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,2.74139067615,2.805854009688,2.993811923804,3.121716924467,3.12218373103,2.78026503074,2.353392678355,2.513704361757,2.409248384801,2.458212704521,2.767715434153,2.749487241065,2.700268862136,2.906653258002,2.938196786954,2.78547420637
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,27.252922023516,21.238653089295,18.926654633816,19.601909630133,20.132080841636,19.627734160033,21.92757502859,23.180637107565,24.631601323742,27.14051792308,24.715819155648,24.090574971522,24.569092368894,23.585716331792,25.058156964161,23.889897450021
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,1.158888839197,1.1613880456,1.240349191468,1.339854314387,1.379944989912,1.52497750492,1.52053163988,1.628857942965,1.548064019538,1.649236682477,1.824377401998,1.992340257743,1.900161106149,2.076146377959,2.120364902459,2.203344813661
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,2.016365075491,1.771855590811,1.798897386636,1.847911886621,2.404400140825,2.393780355249,2.023903964481,1.866893558757,1.668043867847,1.604333647823,1.665963858469,1.744800202507,1.741213204957,1.819274392958,1.737884032026,1.838761128372
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.12534890618,1.171303269153,1.350914204249,1.273378335368,1.18552548875,1.237584569153,1.405201702971,1.659978447122,1.297407673299,1.107422494873,1.327110787164,0.799506388392,0.830714209891,0.901312755178,0.929689570692,1.039560242319
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,8.464764222556,8.709298414378,7.391953943631,7.383386586514,7.581332046947,7.648873910445,7.491041609762,6.665146882467,6.097999771769,6.175469789584,4.791474052395,4.835758931904,4.885635356632,4.723978113907,4.58444776538,4.675908861903
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,6.505558445741,6.796782908451,7.159416588412,6.390940628489,6.012472312262,6.100909452424,5.83630585261,5.822068809749,5.643509807841,5.036967052499,5.310540469785,5.510941561708,5.795227262108,5.533883793584,4.258547020061,4.189460062619
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,8.457333557106,10.184018664958,9.226025011511,8.673303909922,9.563906286727,8.999914263909,10.32689081193,10.92599516054,11.065453269623,9.744912368746,9.841551912358,9.261598736925,9.681742534741,9.502326194983,9.410280804505,9.561870848824
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,0.367473084009,0.351077755663,0.397002757658,0.364796482333,0.362522769059,0.38526563645,0.362644629592,0.408017633238,0.393780595065,0.376818379529,0.480085031156,0.505209533422,0.530053109704,0.499208451096,0.432164384201,0.421603976159
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0.312313514914,0.290746576913,0.338888966755,0.32282175959,0.362172996338,0.386968705699,0.401733254077,0.508098930002,0.613840179566,0.672884238061,0.814817483302,0.663868668806,0.580951783301,0.616242109239,0.483127201929,0.528187541551
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,3.866002154936,4.127826684977,4.633049953981,5.067002316525,5.300160166758,5.192765702444,4.587107969247,4.958111240254,4.93901507024,4.821188813854,4.947037706626,5.141239935483,6.026890905469,5.645101605898,5.87197803691,6.167300275949
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,5.926231146964,7.058490820705,6.337898514651,6.6648068128,5.565537726631,5.993907404215,5.776983568751,6.443646518771,6.605778417003,5.577939608785,4.391926152583,4.48621879229,3.715360760673,4.493150469488,5.290608044256,4.601101591395
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,1.555151956241,1.451586157251,1.667680651525,1.943006800827,2.08225113723,2.131906567649,2.100438309484,2.048804713108,1.92377252552,1.871535559945,1.793958020843,1.916537936048,1.613024242556,1.939539531635,2.169463037749,2.338084839823
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,1.370404704926,1.507336794092,1.668489589957,1.639612805051,1.68040808483,1.843231848184,1.547966214593,1.50026081835,1.499920046616,1.360344728981,1.388780253138,1.425084459185,1.515613768291,2.027174498679,2.185446583884,2.407201541417
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,1.420549767739,1.836056020585,2.182031392348,1.837611288807,1.512196553948,1.572829269056,1.584797047077,1.161040308652,0.908663191191,0.736058687833,0.738734075061,0.789587910572,0.676360404679,0.591246259172,0.862262498674,1.049384377262
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,1.447452854206,1.518961686702,1.526285134965,1.508888233948,1.584278882118,1.653595087309,1.713692951241,1.893253631174,1.725961429257,1.667640353945,1.686102253699,1.734459834424,1.527136151997,1.474378352635,1.296780026824,1.277263999758
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,0.675552898118,0.632363306817,0.623293550866,0.668711055132,0.688023761227,0.694910516484,0.728464579423,0.665637422044,0.562166855246,0.526231984932,0.627325199182,0.711607174731,0.97374894458,1.098486311444,1.054371309911,1.116315742323
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,2.002314914725,2.168965864465,2.40918736035,2.557859469209,2.222568293644,1.854059783198,1.765920003643,1.614263338386,1.556783327416,1.407167484592,1.511855991845,1.528626065679,1.51101967231,1.543779414306,1.458941495375,1.4573626023
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,0.33989763727,0.385511090353,0.403859267899,0.393487956941,0.461058741205,0.421805435363,0.338860952583,0.356340294179,0.315410894782,0.272488158348,0.285215111536,0.294775538153,0.286886631982,0.360086865801,0.389292194846,0.428053287594
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,1.198206732738,1.328738508474,1.406601179856,1.31008328251,1.302570267362,1.604085071536,1.391731811972,1.179951100359,1.168047894927,0.958465775042,0.937231126516,0.915286869152,1.014259096457,1.287902676161,1.104787515947,1.099967212048
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0.838854025683,0.853506214154,0.813584420901,0.782269385552,0.854020064879,0.864778228787,0.924935717779,0.839360446751,0.840356667203,0.784167937029,0.83953708586,0.896772377222,0.862411517223,0.951812317904,0.851555112201,0.965733014235
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,4.600870242406,3.632455431841,3.440553580362,2.945970974929,3.287172356129,3.080202416055,3.387134755307,3.288106893671,2.864865026291,2.833484085533,2.826942137871,2.889850942925,2.65693187503,2.743662130812,3.310427718997,4.093376387229
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,0.325804098422,0.341963805578,0.372133308209,0.451062922273,0.450207458945,0.501925880006,0.552107005122,0.592065837987,0.597686609704,0.642369091162,0.713002823488,0.747423224085,0.747406632819,0.801132762941,0.747846204559,0.730309436145
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,0.144800375585,0.160220414477,0.160316889302,0.181941669515,0.187103421756,0.242526024579,0.241449237294,0.280117271225,0.241774145221,0.214543846046,0.252126786434,0.270289676345,0.262532058481,0.269498923516,0.311793511657,0.251819529772
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,94.80350856328,95.974442949452,95.065052732822,96.376153968703,98.761597671793,91.758445028021,85.606882898008,87.941970332036,90.885470063537,102.610584957667,100,101.37446912073,105.179852689099,100.408438896441,106.080351909101,104.064250569176
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,81.945436466255,86.945226391048,94.969399044858,92.30704592244,87.974594904976,83.550411047155,77.61368569948,77.326582916684,75.934484545467,87.026455471059,100,99.459406467515,102.354242818929,118.31645729171,120.897581334118,107.928238309315
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,310.880286460854,325.263137520565,325.767927997677,321.471982967193,267.900319365141,273.044420787767,188.1728442853,119.170231297784,80.068711893932,92.684989838382,100,118.812735894706,124.977063776251,143.375205651795,137.553082357495,146.453885609213
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,29.792963558789,32.55228369588,33.702874728964,45.236762957264,77.145555011541,138.899769182346,98.978806742673,80.590333636427,84.234454780723,96.271945163321,100,118.196125061202,210.502203259425,177.684129537665,182.503322375324,153.046093586067
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,62.728232084901,60.611671943134,62.720267606475,56.926109551401,55.367062899468,50.634171594688,55.456663281763,58.998865061824,74.601278298787,88.720307428867,100,66.776178245027,86.681400951755,106.731975389762,97.975031360134,102.277840829899
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,66.125779211034,67.175037427753,70.795371770141,71.945474444806,80.097403667005,74.127082319093,72.75735469064,82.366495481217,83.548260753387,99.862002320704,100,94.532436775466,90.334854846208,95.122861859565,93.591526869283,96.92415252221
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,113.667763157895,121.016995614035,101.472039473684,110.646929824561,130.93475877193,133.426535087719,114.679276315789,114.287280701754,96.798245614035,97.417763157895,100,120.027412280702,102.571271929825,101.441885964912,96.219846491228,86.798245614035
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,94.795270724413,104.077895012247,99.661679064249,114.18918004538,96.023150173897,88.277856218113,94.022996801739,98.569127989066,88.258008056549,101.076762764849,100,106.782658119928,113.230152966172,105.305774461731,114.23428950348,87.870968906051
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,30.789953984774,43.927984579069,59.202386786957,61.560227176685,65.055986109478,59.842084382716,55.446970678252,56.507267408104,69.472025620466,86.183005994501,100,103.436572898782,103.098479862263,88.964486224762,87.847996282198,84.335597262981
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,93.901797574508,97.296951938878,102.830979260584,108.703036174367,111.410244599699,92.174503505107,72.791663818798,79.87096927571,79.114228742768,91.136046881361,100,100.706816162421,102.616720503761,105.448888439834,112.614521454107,104.73196853576
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,104.535180896095,82.472196709528,72.798049277214,76.435122327823,80.445501557384,72.868730532705,75.949388360887,82.479600937092,90.575782685089,112.677002635572,100,98.809965923915,104.555446849293,95.817376806964,107.549666560179,100.586764236083
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,60.221491381312,61.096772302983,64.632384267034,70.780314181444,74.702510431013,76.699900141785,71.349258051209,78.517184404085,77.120296463937,92.759941302304,100,110.707595761323,109.548969972657,114.265072842398,123.290857901535,125.680918064419
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,114.743475813857,102.074755373876,102.650651184376,106.901863206849,142.537545543411,131.845335071142,103.999921008719,98.548535205427,90.998943491612,98.814637084432,100,106.171687549987,109.930685150626,109.6485381676,110.659873416472,114.858013171796
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,80.390443432184,84.706702612253,96.770165163769,92.474047906789,88.225031762263,85.568467044715,90.644231663103,109.99969012426,88.851290632456,85.624554553624,100,61.072170059806,65.838058938366,68.192804685321,74.313160422671,81.51622199498
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,167.482770162986,174.449460575215,146.65977187095,148.510123333877,156.265996069108,146.478676199222,133.83871327663,122.331070352665,115.667865388412,132.24919107739,100,102.311415893505,107.246830825745,98.99401783492,101.496914507394,101.554332992885
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|México<C1>,116.136910984628,122.834475548844,128.162155883378,115.98335075696,111.815619313122,105.414875905061,94.082316955125,96.412823789058,96.583962519844,97.324582800945,100,105.199984512332,114.779494327642,104.631277345414,85.066325937972,82.095791226236
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,81.469355793049,99.314165800303,89.119334231455,84.935758149113,95.975377996477,83.911373490271,89.828610397034,97.632319659828,102.18804217381,101.602995891597,100,95.400569292947,103.471918112742,96.947488324982,101.431756718359,101.106912078839
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,72.565765241004,70.184425351847,78.613340642962,73.232197771134,74.57705519055,73.635654996959,64.665370349749,74.740665233294,74.547074292665,80.538970884265,100,106.679744048792,116.127153270916,104.408048586187,95.491729555169,91.387772933245
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,36.337483660296,34.24600150401,39.538299257584,38.183176287115,43.897909022545,43.577423701782,42.207159692536,54.838318940935,68.46828204727,84.736823511005,100,82.594366524173,74.99154625335,75.938365878155,62.897893881506,67.457365358313
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,74.086875851027,80.08143260197,89.031287875387,98.713255159366,105.811258580931,96.316247117522,79.37841553903,88.138821139225,90.738080631244,100.000249385265,100,105.354052261176,128.138804513541,114.576818143277,125.914038561612,129.733290771581
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,127.922803291844,154.2454724979,137.186426997686,146.252105624393,125.152695807853,125.22788497462,112.60425123107,129.024703808055,136.698399678644,130.319961272429,100,103.550932467394,88.977155789519,102.722634373715,127.786657527859,109.020546399581
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,82.183562874801,77.65798932678,88.373388472189,104.383447339948,114.632810064369,109.044040785637,100.231986649306,100.434860349539,97.462130242623,107.047855269673,100,108.301316730547,94.571695794898,108.556685433439,128.284720057217,135.62806029819
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,93.549122609607,104.167530337039,114.211770001125,113.782994675842,119.50039383369,121.784629233712,95.419388462154,95.001273296891,98.158753471955,100.509614872108,100,104.024506523426,114.785641948914,146.56417120217,166.932775846446,180.376718210514
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,182.302545146853,238.535705537865,280.797835623149,239.737023759157,202.166046894832,195.361731501481,183.651383909684,138.2150571155,111.791623059966,102.238972143668,100,108.353002738872,96.299182791868,80.361954173996,123.818722305106,147.825046204547
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,81.385105059694,86.460652918867,86.054316410776,86.246753088377,92.797404909696,89.989390373288,87.007719418056,98.746356751747,93.033987390398,101.487055035914,100,104.281899001232,95.263472396678,87.800148778673,81.586322118023,78.831233765442
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,102.091841751614,96.745222721164,94.4540955128,102.734275131928,108.317545642269,101.644105018191,99.408699072405,93.312792946344,81.445475105707,86.074928709561,100,114.994263987676,163.262643810023,175.821560850896,178.293618276574,185.180766331247
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,125.558571840472,137.688570698031,151.488980888601,163.055647736608,145.188693102379,112.527676983086,99.992927748794,93.898823286203,93.586284184814,95.505312348695,100,102.498952762802,105.121669921716,102.528601815936,102.367572096161,100.313355130374
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,112.979597721866,129.72388436306,134.610338115493,132.962295436522,159.651070578906,135.701823949247,101.708600677673,109.872395645591,100.50753370341,98.031865042174,100,104.772547040588,105.79626559008,126.766635426429,144.789849325932,156.180520510417
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,121.201909575962,136.065624122438,142.674108396518,134.716810586914,137.259547879809,157.045949171581,127.121068520079,110.716793035664,113.268305953384,104.935411401292,100,99.000895113732,113.824241786015,137.976955209211,125.045194467846,122.133442151081
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,94.726374982856,97.571369790544,92.126300527069,89.802006387523,100.465348668613,94.517213002332,94.314908791661,87.923467288438,90.974195191724,95.843211787527,100,108.28565550483,108.045633559966,113.836530360327,107.598898838098,119.706781354703
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,154.293445055425,123.321550144017,115.699717785342,100.434086875564,114.840126851124,99.978906636409,102.570917343109,102.288120799511,92.104681272003,102.848040499258,100,103.630386081289,98.854412149777,97.450466963429,124.223036862471,150.683715923307
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,43.320125274687,46.030372767175,49.616735590816,60.969898315252,62.36049348537,64.594328032807,66.288881583121,73.025568263746,76.186274000888,92.445451871334,100,106.268348531252,110.254990512115,112.819314911264,111.264339971969,106.590186816166
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,54.44714479114,60.989414278491,60.447895088812,69.547700990067,73.291033942814,88.264365753805,81.981438288016,97.705067771453,87.153598982205,87.315076089971,100,108.677355690029,109.520625030583,107.326819879626,131.184654781517,103.937431698446
