Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017<R>,2018<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,330.307,382.652,453.607,553.334,751.222,816.985,960.931,916.734,921.739,1169.893,1336.855,1631.188,1844.691,2487.017,2547.789,2877.089
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,1483.406,1689.797,1948.451,2341.654,2688.279,2885.876,3631.035,3897.631,4144.603,5460.862,5960.517,6425.062,7103.462,8682.379,10057.951,10652.091
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,602.321,680.536,778.75,915.526,1094.947,1179.528,1270.544,1347.667,1427.43,1825.878,1984.28,2110.907,2397.107,3040.434,3294.484,3629.999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,377.455,443.611,511.572,620.632,775.698,840.561,882.777,891.089,936.111,1142.031,1207.726,1219.755,1298.045,1722.593,1727.754,1878.199
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,5554.592,6522.473,7572.083,8654.069,10299.54,10919.683,11727.921,11745.883,12140.514,14153.187,14697.765,15452.545,17849.794,22089.742,23680.117,25677.966
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,3023.692,3307.176,3734.602,4160.282,4848.396,5317.208,5691.834,6046.318,6463.576,8131.539,8742.579,8854.719,10407.23,12989.011,14008.502,15237.31
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,930.017,1036.552,1161.697,1374.483,1665.13,1787.29,1929.698,1992.821,2086.48,2563.8,2756.717,2885.648,3117.015,4210.252,4331.152,4852.728
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,897.142,1083.907,1292.024,1432.954,1718.143,1779.749,1888.39,1875.984,1912.504,2133.236,2223.284,2250.87,2504.719,3150.955,3397.862,3739.235
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,168.394,190.34,215.846,263.143,328.623,363.448,406.135,433.511,452.865,567.437,607.8,647.662,798.702,1039.443,1047.58,1158.09
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,11964.902,14104.817,16043.155,17561.682,20763.438,21295.342,22902.713,21948.616,23245.233,24914.583,26119.978,27322.177,30093.518,36542.801,38653.61,41683.41
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,399.756,461.933,543.534,660.301,821.88,876.334,951.595,984.828,1042.533,1301.093,1435.271,1477.654,1688.117,1939.822,2208.341,2514.904
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,1252.967,1487.762,1781.974,2256.684,2805.545,3236.688,3657.65,3912.052,4215.747,5778.342,6293.539,6891.68,7545.799,10226.246,11046.407,12363.299
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,1991.607,2559.331,3187.239,3864.989,4672.05,4871.016,5316.095,5216.64,5413.456,6381.148,6957.682,7243.829,8471.466,10682.88,12038.865,12967.995
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,1010.822,1142.408,1213.963,1241.706,1303.352,1393.9,1418.499,1488.644,1549.272,1940.482,2083.954,2137.734,2528.855,3138.166,3365.912,3764.711
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,706.023,786.941,884.559,1005.129,1152.756,1219.56,1420.704,1516.428,1625.752,2118.484,2340.048,2500.396,2882.463,3697.508,3961.025,4256.41
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,930.556,995.819,1131.294,1416.545,1752.489,1936.883,2150.039,2240.345,2314.442,2933.437,3164.588,3246.443,3789.264,4686.2,4916.967,5313.064
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,1096.757,1343.007,1619.519,2059.74,2665.502,2941.072,3332.047,3463.961,3609.075,4661.829,4904.878,5027.821,5976.77,7495.898,8594.684,8976.534
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,563.434,630.882,722.631,885.996,1107.276,1204.596,1285.456,1340.165,1409.097,1766.676,1898.064,1987.077,2143.687,2579.85,2808.203,2987.01
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,1274.054,1443.54,1629.406,1957.943,2398.416,2558.738,2792.845,2878.662,2943.252,3627.359,3823.572,3963.491,4248.423,5368.751,5725.59,6244.945
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,138.991,156.192,177.129,204.953,243.408,259.255,271.779,281.609,299.93,368.442,401.151,418.112,519.75,670.77,696.65,790.864
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,1554.892,1737.592,1964.536,2288.628,2732.288,2963.912,3181.965,3394.374,3607.09,4512.746,4833.994,5062.246,5565.663,6130.67,6700.866,7252.986
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,931.062,1069.625,1305.54,1755.563,2326.164,2501.01,2730.65,2839.633,2996.9,3979.452,4209.016,4380.836,5527.738,6923.076,7584.864,8379.688
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,314.243,379.103,447.949,523.004,602.631,622.689,750.037,773.632,800.309,998.535,1076.099,1121.684,1270.041,1639.854,1746.794,1906.674
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.373199253956,0.379320083156,0.389264088143,0.411190097047,0.392367132474,0.384011003314,0.420954492901,0.434870492138,0.433732543202,0.473902810682,0.468427863679,0.473463762838,0.505352554915,0.542355219752,0.519702780361,0.553377940276
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,1.218846765571,1.206462240422,1.24782372337,1.360445141248,1.373965422135,1.354820570915,1.39508159405,1.403397500232,1.371678130134,1.608176290335,1.647888275922,1.598781646848,1.731160000711,1.843503365322,1.883081534726,1.911349817594
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.268494393102,0.25211961764,0.247123497777,0.257334176748,0.268877705039,0.301357478301,0.320730293077,0.338111911902,0.326840498331,0.327302892657,0.345789018783,0.355419426252,0.337676524239,0.338381256388,0.350519535825,0.349230248385
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.416073037948,0.399408669774,0.386395687403,0.375586584961,0.352926639488,0.359806347721,0.339292905264,0.355652905912,0.360993556681,0.367736137322,0.367728047649,0.368401797653,0.33500029028,0.308417759757,0.310445493168,0.31296636538
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,0.935843576511,0.90070493414,0.888956847443,0.892713234744,0.90427859072,0.916148773162,0.914128408912,0.911554565926,0.901976932524,0.959091141184,0.968973672248,0.945118760414,0.907960471149,0.96070074673,0.937362487086,0.956682866161
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.189640923671,0.180914155359,0.184078008411,0.20261942562,0.212124984559,0.222014620466,0.227012967212,0.241887620914,0.248520809887,0.286101875271,0.299340515268,0.312463609506,0.289787494995,0.304926924306,0.309434787209,0.32222613493
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,0.415134411752,0.412987976974,0.424720319734,0.462237798352,0.486493082362,0.504586061725,0.514985643047,0.545632184845,0.562554678363,0.64423458671,0.66470200344,0.671255015197,0.642029358884,0.667961151053,0.640715022155,0.699403021587
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,1.323104485599,1.32591696999,1.359029801089,1.576762281326,1.570844600888,1.590610845523,1.561332167305,1.662811461653,1.634825136424,1.87406025776,1.930052755859,1.925917891773,1.894993279168,2.002326250207,2.042585641112,2.014997191324
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,67.14625020793,67.07335740119,66.708517146516,65.6107310811,65.175177457383,64.869989979954,64.03227081753,63.511361403455,63.276451430714,60.540465009695,59.718412931009,59.667841778459,60.682353015402,59.031585106172,59.041211443786,57.876556443597
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,0.244121892245,0.244386655004,0.253878371637,0.275244621124,0.31622355539,0.326662490908,0.361153867007,0.344445230849,0.332704909696,0.375978204793,0.411731763406,0.480840317911,0.465167690366,0.524768321539,0.496925033419,0.532546698023
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,1.096349395221,1.07921515232,1.090524544583,1.164807635231,1.131619073006,1.153885864013,1.364678974336,1.464460148265,1.496008921009,1.755002458672,1.835751951575,1.893974731714,1.791249055882,1.832008970907,1.961719607394,1.971692877451
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,0.445160842061,0.434634907565,0.43585699055,0.455409584445,0.460913063388,0.471621332797,0.477518030746,0.50636004656,0.515235841434,0.586797538417,0.611129182665,0.622251508079,0.604468025675,0.641541029648,0.642561676732,0.671909691107
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,0.27896783549,0.283319069057,0.286320683621,0.3087206275,0.326526618588,0.336089095907,0.331780666099,0.334809613598,0.337892533267,0.367023963045,0.371961922341,0.359558421208,0.327322350812,0.363472480206,0.336984033682,0.347653018617
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,4.105264222942,4.16567889054,4.238003606517,4.304788686552,4.335545494789,4.366115471769,4.407792048652,4.413290421716,4.38216090893,4.548526951066,4.526696389348,4.555089082515,4.501104764155,4.661004260355,4.618609677487,4.752969409446
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,2.234737418841,2.112179421901,2.090211734988,2.069446740772,2.04091070424,2.126027295427,2.139204437636,2.271788107888,2.33305032053,2.613300050027,2.692586307707,2.610187114526,2.624345834728,2.740721716388,2.732241690541,2.820412968545
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,0.687353007535,0.662010066634,0.650187811687,0.683708307417,0.700929057971,0.71462830208,0.725252796357,0.748764297371,0.753122239574,0.823949644496,0.849028467277,0.85062905177,0.786004088699,0.888376265742,0.844755139591,0.898235776789
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,0.663055892404,0.692254074369,0.723130263061,0.712793504137,0.723244644232,0.711613115945,0.709727702527,0.704865033858,0.690324995051,0.685575725028,0.684738914746,0.663509691327,0.631604074746,0.664861304364,0.662724694982,0.692129180704
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0.124455921075,0.121563603257,0.120806405114,0.130895074831,0.138332388353,0.145320696213,0.152640747126,0.162883449802,0.163463202631,0.182361929333,0.187193499518,0.190917295847,0.201405202623,0.219325705633,0.204321757614,0.214361462407
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,8.842968864609,9.008260889978,8.979160522925,8.735697622752,8.740276757721,8.514708914426,8.60769749847,8.246771806149,8.390447996812,8.007005930895,8.044570729117,8.054009884018,7.588551287482,7.710644657883,7.539064828767,7.715563320374
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,0.295449963689,0.295020699502,0.304209429858,0.328453155911,0.34596672582,0.350392537571,0.357645048473,0.370030246295,0.376305925669,0.418143035653,0.442042450225,0.435581685938,0.425685107131,0.409308474781,0.430718527015,0.465506566201
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,0.92603751952,0.950182355304,0.997349373841,1.122541055811,1.180981673471,1.294154194228,1.374681888354,1.46987856263,1.521688596161,1.857033636274,1.938317850879,2.031524019389,1.902791249482,2.157769709281,2.154509721031,2.288436005673
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,1.471948428122,1.634556573957,1.783859259973,1.922559309482,1.966678640884,1.947622318417,1.997987645967,1.960052500569,1.954005840726,2.050762394133,2.142864169323,2.135330225118,2.136212662845,2.254120903398,2.348080391451,2.400364714902
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,0.747074023144,0.729616648468,0.679440462047,0.617661118813,0.548640220022,0.557335625595,0.533125062253,0.559329452417,0.559215136665,0.623628775276,0.641827315062,0.630159550075,0.637690344682,0.662162785591,0.656493113474,0.696844766381
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,0.521804475013,0.502592116794,0.495077012782,0.499980754455,0.48524750449,0.487627688894,0.533953783854,0.569768757923,0.586820859645,0.680834752583,0.720700516881,0.737064769691,0.726858133029,0.780185687126,0.772564949648,0.78785782815
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,0.687751369361,0.635995302257,0.633171618963,0.704631184474,0.737702439975,0.774441422274,0.808065198298,0.841766696453,0.835405919254,0.942742949256,0.974646762509,0.956983918591,0.95552218939,0.988802773925,0.959013478273,0.983443574247
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,0.810586497327,0.857732321736,0.90642526803,1.024575312404,1.122031196291,1.17595537918,1.252308083618,1.30151695726,1.302708219965,1.49821060428,1.510630598107,1.48209712678,1.50713604433,1.581657789991,1.676321561137,1.661548718651
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,0.416420403549,0.402922607701,0.404447862521,0.440720493115,0.466102901031,0.481644497632,0.483122518961,0.503541313839,0.508618481087,0.567771301248,0.584575917192,0.585748997904,0.540564208671,0.544356373247,0.547716616102,0.552892980531
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,0.941622409764,0.921939286778,0.911958902786,0.973938487816,1.009602534038,1.023083323023,1.049655773101,1.081602075549,1.062377083831,1.16575441084,1.177604184501,1.16835476504,1.07130631342,1.132823157635,1.116728662418,1.155933945417
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0.102724876933,0.099754451612,0.099136966779,0.101949655783,0.102461513601,0.103660268035,0.102144729248,0.105809184577,0.108260780509,0.11840925771,0.123548633638,0.123250727079,0.131063092446,0.141534556072,0.135875782701,0.146388245823
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,1.149182963958,1.109740172902,1.099527125248,1.138430941806,1.150144465565,1.185087702652,1.195901645832,1.275370975679,1.301991727285,1.450298565568,1.488799364116,1.492244901251,1.403468983731,1.293590436178,1.306948126783,1.342521467049
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,0.688125341689,0.683132652798,0.730695005384,0.873268717979,0.979188376407,1.00000141543,1.026280562228,1.066937676809,1.081741516708,1.278909454985,1.296315292149,1.291379396461,1.393905601757,1.460790566534,1.479364577161,1.551073037666
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,0.23224937947,0.242120030921,0.25071165722,0.260157586243,0.253674835679,0.248975366501,0.281892001557,0.290677396968,0.288874327303,0.320907464805,0.331422733857,0.330649128828,0.320260704172,0.346014293891,0.340697627169,0.352923716613
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,41.671690369805,48.223260198576,55.028048503579,61.915385815627,73.165129964492,77.02733655231,81.946423224693,81.969678274986,85.325495956057,95.832659384378,100,104.480011045094,122.136129946315,145.962472440161,157.907460884274,166.38940469763
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,33.200082580401,39.049878299107,45.728370970096,54.349870014767,61.284979966363,63.145997677755,73.641466932993,76.097510621707,79.005642555732,96.952743760117,100,105.603237993296,131.763735895254,168.998291848078,175.192282151456,196.564366031052
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,30.822116866313,35.305513965784,41.668664906969,51.115410572501,61.003139682511,63.328455944922,69.374816490519,69.808155848166,71.023696482281,93.523215689778,100,101.366534711163,128.307959886673,163.28917019793,180.444650363393,192.991456377963
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,32.356768455883,35.160254554685,39.326650307951,46.077070038165,56.891547056545,67.129846937639,76.007909186859,80.149811399739,80.649835893279,90.709377463271,100,107.389834735403,119.270715968452,142.835550369852,160.067691238883,168.045281876116
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,47.150243010974,52.377805639798,57.821536224674,63.238549421724,70.220163001192,75.367992234369,75.60978878188,79.278027502996,83.762863500949,95.834767613166,100,104.671438944906,111.266027291937,122.420411079257,133.309547320346,141.610865852749
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,40.246897177773,44.825705429589,50.483890243623,57.042503769665,68.280142700581,72.828088010558,77.308141205428,77.112347465234,79.425923854035,94.855265198807,100,101.907844717765,114.445604939088,144.716270714088,152.755987601425,164.278862412942
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,26.400227999724,29.144970167635,33.839233443526,41.909662311419,51.847816357334,57.129569897452,62.146284046913,66.237109424435,70.839596638033,91.594362151223,100,109.06041684029,118.238331733426,148.686480830429,163.232369376015,179.110451256313
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,26.025726684787,29.961737093335,35.160914565944,43.056334230058,53.549303919052,58.472699337326,63.488948794056,67.286234157127,72.213197320392,92.881792731623,100,105.510034630294,117.970129170902,146.678151407684,152.209082830065,175.075826164637
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,28.567095009928,33.128648349858,38.747520027676,50.581956732272,59.548138790046,63.480397906204,66.29123799229,70.619893746361,72.273809689082,93.052471131949,100,104.256177450886,119.917522818618,151.428239059678,167.114350241267,173.71244496508
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,46.854857837412,54.162456897279,61.469140537628,68.02447568767,79.850587031461,83.672058668128,87.865958033972,87.175891078383,90.409211090429,97.151841073682,100,104.39153457163,124.107580720533,144.283742505228,156.116804332869,161.257563621528
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,24.707765614072,28.623298712276,33.930904997176,41.39072674299,56.193229632234,61.112461710507,71.879972023892,68.573929109739,68.948315262313,87.510837001769,100,122.016823066077,137.987365869896,186.034910293188,190.58080345288,215.213243021868
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,24.887203576468,28.349839451846,32.689295240665,39.286088773843,45.101440026092,48.416538364038,60.918121699846,65.39082096402,69.53428704255,91.617254006658,100,107.793703130114,119.175266172381,145.664864306234,168.742929514336,178.710856793127
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,30.35463745036,34.296369463987,39.245973350535,46.138952164009,55.181073235632,59.443626907493,64.030479569416,67.917179027153,71.936924224404,92.017154837019,100,106.381508658052,120.804876327938,153.226056806499,166.029189428911,182.937841433669
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,31.253363759661,36.731096291709,42.35828325299,51.388477187707,64.227978862755,69.598650687325,73.094145526386,73.782381102999,77.510213409333,94.560438377579,100,100.996004060524,107.478434678064,142.631110036548,143.058442063846,155.51532384001
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,37.792086075672,44.377311788561,51.518601637732,58.880169876168,70.07555230336,74.294853673331,79.793907441029,79.916116497985,82.601089349299,96.294824417182,100,105.135338604203,121.445634761476,150.293204442988,161.113727155115,174.706603350918
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|México<C1>,34.585812721852,37.828379932283,42.717394947189,47.5864387385,55.457274106416,60.819673462487,65.10474769516,69.159432245336,73.932142906573,93.010758038332,100,101.282687865903,119.040731573601,148.571845904967,160.233061662926,174.288502282908
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,33.736397316083,37.60095795107,42.140596949197,49.859416109815,60.402645610703,64.834003635484,69.999858527372,72.289647432072,75.687130742837,93.001929469002,100,104.676976272864,113.069821820666,152.727030014325,157.112681497593,176.032868081852
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,40.352109761956,48.752521045445,58.113313458829,64.452134770007,77.279510849716,80.050456891697,84.936967117111,84.378963731129,86.021578889607,95.949775197411,100,101.240777156675,112.658526755916,141.725258671407,152.830767459308,168.185216103746
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,27.705495228694,31.316222441593,35.512668641,43.294340243501,54.067620927937,59.797301743995,66.820500164528,71.324613359658,74.508884501481,93.35916419875,100,106.558407370846,131.408687068115,171.017275419546,172.356038170451,190.538005923001
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,45.807473497872,54.000110566709,61.421012682323,67.234673781119,79.492555468462,81.528943094822,87.682742305526,84.029994205968,88.994075722422,95.385160737884,100,104.6026034172,115.212646810039,139.903643869838,147.984848991833,159.584399343675
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,27.852301063702,32.184374936859,37.869782082966,46.00531885616,57.263053458197,61.05704079578,66.300719515687,68.616170744062,72.636665828265,90.651382212837,100,102.95296149647,117.616603414965,135.153709647864,153.862301962487,175.22154352732
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,19.908782642008,23.639513475645,28.314339515494,35.85715445634,44.578177715273,51.428743033133,58.117539273213,62.159811832421,66.9853162108,91.8138745148,100,109.504048517059,119.897548898958,162.488005556174,175.519798955723,196.444305819031
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,28.624576403463,36.784247972241,45.808920269711,55.549951837408,67.149519049592,70.009178344167,76.40612203892,74.976694824512,77.805453023004,91.713705800294,100,104.112677181855,121.75701620166,153.540791315269,173.029825163036,186.383841630014
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,48.505005388795,54.81925224837,58.252869305177,59.584136693996,62.542263408885,66.887272943645,68.067673278777,71.433630492804,74.34290776092,93.115395061503,100,102.580671166446,121.348887739365,150.587105089652,161.51565725539,180.652308064381
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,30.171304178376,33.62926743383,37.800891263769,42.953349674879,49.26206641915,52.116879653751,60.712600767164,64.803286086439,69.475156065175,90.531647214074,100,106.852338071698,123.179652725072,158.00992116401,169.271100421872,181.894132086179
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,29.405281193002,31.467571766056,35.748539778322,44.762382970548,55.378109251505,61.204902502316,67.940566038928,70.794207650411,73.135649885546,92.695700040574,100,102.586592630699,119.739567994317,148.082467607158,155.374633285597,167.891175723349
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,22.360535776833,27.381048009757,33.01853787189,41.993705042205,54.343900092928,59.962184584408,67.933330859606,70.622775938566,73.581340861078,95.044749329137,100,102.50654552468,121.853591465476,152.825370987821,175.227273746666,183.012380736075
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,29.684668167143,33.238183749336,38.072003894495,46.678931795767,58.33712667223,63.464456414536,67.724586736801,70.606944760556,74.238645272235,93.077788736312,100,104.689673267076,112.940712220452,135.920074349442,147.950912087264,157.371405811395
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,33.321041162557,37.753702558759,42.614759183298,51.207169630911,62.727104393483,66.9200946131,73.042824876843,75.287244492846,76.976502600186,94.868332543496,100,103.659379240145,111.111363928808,140.411923719496,149.744532076289,163.327511552025
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,34.648050235448,38.935961770007,44.155193430903,51.09123497137,60.677400779258,64.627783552827,67.749799950642,70.200248784124,74.767356930433,91.846212523464,100,104.228083689184,129.564677640091,167.211349342268,173.662785335198,197.148704602506
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,32.165782580616,35.945265964335,40.640017343836,47.344452641025,56.522370528387,61.313936260575,65.824761056799,70.21882939863,74.619248596502,93.354398040213,100,104.721809749867,115.135910387973,126.824112731625,138.61965902316,150.041270220857
