Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017<R>,2018<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,127.12,153.495,190.56900000000002,155.015,110.89099999999999,94.411,78.304,96.036,95.334,112.548,126.57900000000001,123.613,128.863,128.801,128.947,141.199
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,1582.79,1532.6680000000001,1536.683,1649.193,1758.054,1539.383,1535.2510000000002,1606.4569999999999,1586.381,1766.924,1767.271,1813.726,1875.805,2082.96,2283.867,2379.768
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,80.559,86.96799999999999,85.32900000000001,91.92699999999999,90.313,74.726,84.634,101.894,87.28800000000001,100.88,105.722,111.30499999999999,110.394,117.68199999999999,96.46000000000001,98.527
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,5175.024,4811.138,4609.621,5610.463,5803.216,5696.724999999999,5022.974999999999,5075.84,5397.155,5636.1759999999995,4789.593,4668.12,5172.734,5101.4169999999995,4861.562,5066.991
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,2099.654,2192.246,1964.3850000000002,2057.75,1789.099,1413.659,1264.373,1269.788,1194.551,1344.4470000000001,1354.452,1467.463,1544.265,1624.194,1365.194,1427.237
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,8293.355,9578.213000000002,8872.264000000001,8714.173,8712.14,8030.726,7634.917,7456.450999999999,6260.427,6063.999000000001,6224.817000000001,5993.159,6224.664,6365.561,6214.7880000000005,6207.049
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,474.559,483.767,429.515,472.666,471.249,450.526,535.446,514.434,562.875,572.1510000000001,584.015,560.668,531.029,601.8299999999999,521.526,562.489
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,508.867,562.761,619.527,581.885,540.7760000000001,719.693,1050.493,878.36,776.84,818.151,924.9739999999999,727.568,725.255,673.3290000000001,613.374,705.3240000000001
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,17.588,17.786,16.862,16.554,17.058,16.171,16.855,18.843999999999998,17.900000000000002,17.091,17.726999999999997,18.834,21.125,20.354,17.897,20.698
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,2255.3,2413.586,2259.922,2500.744,2376.493,2064.005,1724.7069999999999,1886.06,1855.893,1776.639,1660.969,1593.902,1858.214,1560.21,1389.023,1327.259
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,305.32,280.563,262.631,261.919,247.137,216.86,212.856,221.575,202.217,191.455,186.214,189.008,192.274,236.77999999999997,273.94,219.239
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,7462.327,8035.423000000001,7615.206,7242.396000000001,6867.809,6324.887000000001,6382.8279999999995,6537.6669999999995,6692.4349999999995,6746.8279999999995,6100.794,6047.014999999999,6430.5,6185.914,6202.488,6336.701
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,2183.032,2069.736,1960.733,1876.457,1965.583,1982.0710000000001,1683.253,1638.275,1564.467,1558.984,1698.4560000000001,1764.2640000000001,1945.028,2160.8869999999997,2285.2380000000003,2516.1189999999997
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,35.256,37.823,35.019000000000005,40.583,42.135000000000005,37.61,34.998,41.063,38.88,35.297,36.019000000000005,37.08,39.194,42.001,40.440000000000005,45.667
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,999.9110000000001,1117.459,1100.8799999999999,1141.413,1031.625,943.701,871.1020000000001,898.738,891.047,941.3530000000001,1005.688,1009.301,1034.8310000000001,991.471,908.076,986.2090000000001
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,170.31799999999998,179.054,164.80200000000002,166.27,152.114,147.357,167.962,159.778,145.172,147.791,133.7,135.724,162.823,199.665,204.841,215.396
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,779.4010000000001,811.148,796.374,704.7280000000001,764.8679999999999,763.238,624.639,746.329,752.7909999999999,733.992,767.111,813.647,915.675,815.254,693.888,762.3199999999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,66.603,74.485,65.97,74.678,91.799,86.015,80.528,86.375,80.611,74.224,76.139,79.978,88.113,111.766,109.227,134.689
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,479.634,535.15,503.84899999999993,501.228,530.648,518.7429999999999,439.376,616.157,643.781,671.8679999999999,595.569,494.12,452.09299999999996,435.563,382.736,403.374
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,2156.3360000000002,1839.421,1605.44,1424.9560000000001,1300.393,1213.5059999999999,928.504,1097.8,1108.872,1130.8980000000001,1525.311,1509.5430000000001,1651.437,1657.857,1559.024,1628.237
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,431.844,476.618,664.031,726.355,821.895,744.437,632.79,634.3710000000001,639.802,657.952,639.517,1365.708,1335.528,1414.519,1262.904,1311.249
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,703.502,638.0550000000001,647.8489999999999,718.74,664.694,571.147,509.131,533.444,522.549,441.832,357.92600000000004,328.41999999999996,357.892,369.212,338.334,336.28200000000004
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,459.892,405.882,320.554,297.699,341.44,367.982,361.92100000000005,383.344,389.014,406.537,410.573,405.861,434.38199999999995,397.43,334.716,368.76000000000005
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,2.677782186987,2.38640804403,2.706467000213,2.46009592042,2.421782133601,2.233820207781,2.049389659945,2.202127143983,1.694104686833,1.792794515156,2.197818834625,2.016818005447,2.067386017918,2.217353911623,2.304658273836,2.165761114102
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,0.741067598216,0.807832376644,0.937694501426,1.027920980245,1.073922375907,1.459235337898,1.486510243723,1.473737811202,1.508810792178,1.725337503375,1.840281136984,2.103018432537,2.176764541998,2.397241104764,2.329630678811,2.346391148057
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.020220793752,0.016553800175,0.015411357984,0.017328834332,0.021490891419,0.022376689887,0.023886323218,0.025216340931,0.025755766998,0.024942590717,0.024737535252,0.025081633222,0.027366947095,0.030368711788,0.026877649537,0.028798703668
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.042421516492,0.054136512344,0.045748479388,0.063266784324,0.06315965971,0.052697752256,0.034484036066,0.036398753761,0.038037867146,0.046425914138,0.039776817266,0.043586281552,0.040196210869,0.03450956425,0.032689033221,0.035210093901
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,4.13001111426,4.192491294966,3.843624598196,3.811425469102,4.07881793006,4.446390257731,3.669807600564,3.96151969092,4.282746441038,4.62458295167,4.657134438099,4.829734176613,4.733509858449,4.854860414767,4.81393257523,5.091587285047
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.049751127027,0.051443218149,0.05209996509,0.04922775077,0.049059621955,0.050974964621,0.057619962226,0.059632757872,0.058618754859,0.054781695023,0.052967180183,0.058047787377,0.072199942514,0.073499516101,0.078818183778,0.071666429931
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,0.241986510828,0.229599000104,0.219032785453,0.225218591173,0.252194867371,0.266440715126,0.248826398747,0.277783841978,0.251779098718,0.235160003198,0.20440974326,0.213531902726,0.223971571105,0.2788690675,0.268714452131,0.264618745504
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,1.327775922528,1.369421021854,1.511402820456,1.46170889039,1.452754522666,2.512237351556,2.378345299709,2.619668273215,2.391824987744,2.522733701705,3.222866439676,3.383541669156,3.004051210731,2.824774894969,2.877425974786,2.783216531917
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,6.814088518501,7.899152586591,7.848393638365,7.563657026253,7.113338660878,5.828075715368,6.117658098721,6.748886034719,6.691161095284,5.940385830716,5.761010352786,5.420834798088,5.25339258896,5.370363330894,4.314171674375,4.127981859519
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,0.289630118507,0.332320894312,0.434456668585,0.348815641342,0.253661143199,0.230709366484,0.206172250143,0.244071408754,0.251320398262,0.292512107955,0.333857817963,0.32390471453,0.319524046712,0.316901923922,0.333345414531,0.35334968363
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,3.606227621705,3.318268350394,3.503309440941,3.711023539605,4.021516511215,3.761744677057,4.042273104877,4.082742128909,4.182032692583,4.592233214601,4.66125692105,4.752529283043,4.651178417717,5.124913870638,5.904104724029,5.955355703029
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,0.183545568886,0.1882881106,0.19453191796,0.206854662205,0.20658934292,0.182605714587,0.222838963764,0.258959266562,0.230109456474,0.262186990889,0.278846540348,0.291653905744,0.273728980489,0.289544741197,0.249362130842,0.246563249591
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,11.790771038346,10.416246019868,10.508952574122,12.624695994393,13.274750924686,13.920918280509,13.225353215187,12.90003144037,14.228031385234,14.648414210535,12.632767425179,12.231934149236,12.826124645894,12.551524149867,12.567794521468,12.680115771389
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,4.783850195429,4.746272851053,4.478378765264,4.630360842316,4.092531383392,3.454516659222,3.329058878602,3.227112186871,3.149086716847,3.494216032308,3.572428201012,3.845211944517,3.829103792364,3.996166205403,3.529210914916,3.571652365913
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,18.895574193419,20.73709443352,20.2268693242,19.608682022776,19.928861603806,19.624447446412,20.102523722223,18.950253028776,16.503797248915,15.760325639985,16.418235416934,15.703950676911,15.43445233078,15.66182349315,16.066066539619,15.533104345101
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,1.081234891507,1.047368852919,0.979202577582,1.0635957419,1.077973506157,1.100937052297,1.409814398371,1.307412127647,1.483856432873,1.487019716732,1.540365886583,1.46912548426,1.316720354185,1.480742268102,1.348215163275,1.407625480316
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,1.159402214554,1.218393034327,1.412389404983,1.309360961599,1.237015252585,1.758692483849,2.765918798139,2.232314575708,2.047913002555,2.126373401889,2.43966061758,1.906455674895,1.798316138053,1.65665837635,1.585654651079,1.765069244516
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0.040072486818,0.038507178906,0.038441763066,0.037249905666,0.039019864377,0.039516594098,0.044378745353,0.047891224401,0.047188150386,0.044419487126,0.046755761533,0.049350969505,0.052380788021,0.050078972675,0.046266162717,0.051796625697
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,5.138473932253,5.225480035307,5.152140082496,5.627188479775,5.436184462074,5.043747931586,4.541105473889,4.793341259461,4.892522792404,4.617482487167,4.380880604559,4.176521662754,4.607560408624,3.83873999986,3.590812098991,3.321457997186
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,0.695640873053,0.607426607192,0.598742656608,0.589371634775,0.565321387188,0.529934363746,0.560443916996,0.563123436988,0.533086380256,0.497591299966,0.491147818471,0.49526006394,0.476755675077,0.582573408174,0.708171906727,0.548644333808
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,17.002160583268,17.396911674889,17.361045234775,16.296880983086,15.709988026177,15.455939168637,16.805808273341,16.615202576652,17.642660850696,17.534997337066,16.091119164181,15.845070238006,15.944835851876,15.219820093124,16.034269378005,15.857557727787
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,4.97381857193,4.481035333465,4.470052984294,4.222414294783,4.496235319657,4.843528240729,4.43195824696,4.163606222413,4.124262797189,4.051797420733,4.47975425676,4.622923375977,4.822821271643,5.316645427267,5.907648944239,6.296573294603
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,0.08032724558,0.081887834689,0.079835849887,0.091320099168,0.096383045231,0.091906443883,0.092148758818,0.104359867733,0.102495826089,0.091736857825,0.095001736032,0.097161195139,0.097184028672,0.103339241983,0.104542863065,0.114281404276
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,2.278196518456,2.419329452016,2.50977156469,2.568414073678,2.359823401831,2.306094203641,2.293587293677,2.284104395855,2.348986583064,2.446575242208,2.652547430709,2.644684234501,2.565929621248,2.439414813647,2.347499132558,2.467982337996
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,0.388052411295,0.387656831885,0.375713405098,0.374141706841,0.347958005037,0.360091939678,0.442239265919,0.406068990252,0.382703808258,0.38410861985,0.352639776437,0.355639321712,0.403730037775,0.491255678448,0.5295416571,0.539027248459
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,1.775786689696,1.756157717056,1.81556284069,1.585782984174,1.749621621918,1.865102111578,1.644657082104,1.896763405635,1.984514799838,1.9076442686,2.023289839512,2.132009572317,2.270474701604,2.005850584117,1.793794217766,1.907701405991
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,0.151748228311,0.161262072464,0.150397527544,0.168040863556,0.20998854086,0.210192309774,0.212027980174,0.21951838822,0.212507485517,0.192908081004,0.200820044414,0.209567369602,0.218481816564,0.274989017391,0.282366550544,0.337058446153
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,1.092797767934,1.158614460349,1.148668240951,1.12786611798,1.213847637014,1.267636916226,1.156864765259,1.565936804983,1.697141600198,1.746184072109,1.570840082372,1.2947489143,1.120993495806,1.071659014209,0.989424264047,1.009441109954
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,4.912994424324,3.982397027504,3.660060733973,3.206444157173,2.974625307623,2.965408696911,2.444725160231,2.790012001016,2.923218921489,2.939202454619,4.023076514866,3.955474703187,4.09484361787,4.078990635842,4.030287649533,4.07465370735
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,0.983913065579,1.031891071405,1.513849031568,1.634448183511,1.880069845969,1.819158664318,1.666118437985,1.612226911183,1.686652122523,1.71001640592,1.686754913298,3.578582025116,3.311527056307,3.480281927344,3.264777446496,3.281393064467
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,1.60285846153,1.381406614029,1.476957523448,1.617312866872,1.520475421065,1.395695020061,1.340527736611,1.355725233986,1.37754864782,1.148320802521,0.944045958273,0.860563098912,0.887416094036,0.908409042903,0.874639095753,0.841543766672
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,1.047817609033,0.878745686995,0.730794740705,0.669883995819,0.781037782451,0.899226722494,0.952927908459,0.974252469045,1.025522409732,1.056589142693,1.082904793801,1.063482735179,1.077077939042,0.97783659773,0.865286076995,0.922819774469
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,115.763074495562,121.825015553603,115.692625666626,117.213508007745,115.303434790549,107.9337487713,100.173679705599,103.780807449609,100.050661965788,101.483123245835,100,100.657645488833,106.371327732805,107.199867679639,102.027359571561,105.396649326039
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,141.04360828627,132.278508356115,142.467736012538,131.201201994043,127.053146473823,109.70175762827,93.408473961996,103.984245429518,77.120230606205,82.781339330503,100,92.368009869408,100.058563607518,108.152702206456,106.987070403537,103.859317733972
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,46.616933605647,53.477802859293,58.949872800889,65.471639972769,67.286968361461,85.585151743165,80.916550216776,83.109964527572,82.02959618761,95.144505356695,100,115.028557096277,125.820631337561,139.643842488086,129.157476082984,134.38260059479
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,94.626292781747,81.522550378505,72.075914276575,82.108966840815,100.170593879945,97.633009915769,96.726729928564,105.789529800618,104.168887941145,102.324341614245,100,102.057788676831,117.677790809255,131.602516259729,110.854035611472,122.699648150123
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,123.459982759764,165.804654863736,133.061468072409,186.433260393873,183.084676082488,142.994496386181,86.844373715271,94.967177242888,95.676679265301,118.44705258272,100,110.297725615012,107.492871825476,93.004442676215,83.847224985081,93.296200517207
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,102.660292641818,109.670511772048,95.483398160964,95.928205569664,100.985213863221,103.04954160031,78.936551230441,88.279545655341,92.007568635358,100.773797253,100,104.388154779839,108.115781318315,111.751206881319,105.462454720713,115.228848711112
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,108.734189821731,118.319888457325,113.798426451549,108.93835275371,106.797131759785,103.874116123892,108.973209839657,116.840952096405,110.726023304452,104.959665371975,100,110.312717856787,144.995518374664,148.755104073299,151.82252763669,142.605318195399
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,137.043870967742,136.837419354839,123.969032258065,129.145806451613,142.258064516129,140.687741935484,121.94064516129,141.033548387097,123.236129032258,116.749677419355,100,105.149677419355,116.550967741935,146.249032258065,134.123870967742,136.441290322581
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,47.692768505932,51.764396821721,54.255478472796,53.161379764125,51.974721728691,84.134791258668,73.924130813908,84.356982745992,74.251812108659,79.437016692596,100,105.675908141211,99.149288946321,93.958437506905,91.091635370266,91.018880956921
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,136.923870724355,167.039169831776,157.611462518634,153.89015452571,142.36953766816,109.190232539401,106.375146962411,121.576737269667,116.204459965791,104.642913390153,100,94.714023052496,96.998670470902,99.930776584172,76.403880173901,75.520686447227
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,100.427401069688,121.26419074254,150.553409333302,122.465021844066,87.606158999518,74.586621793504,61.861762219642,75.870405043491,75.315810679497,88.915222904273,100,97.656799311102,101.804406734134,101.75542546552,101.870768452903,111.550099147568
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,89.561250085584,86.725125914475,86.952312350511,93.318625157093,99.478461424422,87.105090277609,86.871283464732,90.900433493222,89.764444728624,99.980365207147,100,102.628629112343,106.141333162826,117.863078158358,129.231283713703,134.657785930964
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,76.198898999262,82.261024195532,80.710731919563,86.951627854184,85.424982501277,70.68159891035,80.053347458429,96.37918314069,82.56370481073,95.42006394128,100,105.280830858289,104.419136981896,111.312687993038,91.239287943853,93.19441554265
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,108.047259965513,100.44982945315,96.242436465896,117.138616997311,121.163029927595,118.939646855171,104.872689600139,105.976436828766,112.685044428618,117.675468458385,100,97.463813731146,107.999447969796,106.510448800138,101.502612017347,105.791682090733
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,155.018708673323,161.854831326618,145.031717624545,151.924911329453,132.090247568758,104.371288166727,93.349413637397,93.74920632108,88.194413681696,99.2613248753,100,108.343669616937,114.014007140895,119.915212942208,100.793088274815,105.373760015121
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|México<C1>,133.230503001132,153.871398950363,142.530519371092,139.99083025252,139.958170657868,129.011439211787,122.652874775275,119.785866797369,100.572065010104,97.416502364648,100,96.278476941571,99.997542096418,102.261014259536,99.838886829926,99.714561889932
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,81.25801563316,82.834687465219,73.54520003767,80.933880122942,80.691249368595,77.142881604068,91.68360401702,88.085751222143,96.380229959847,97.968545328459,100,96.002328707311,90.927287826511,103.050435348407,89.30010359323,96.314135767061
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,55.014194993589,60.840737145044,66.977774510419,62.908254718511,58.463913580274,77.806835651597,113.570003048734,94.960506998035,83.985063363943,88.451242953856,100,78.658210933497,78.408149850699,72.794370436358,66.312566623494,76.253386581677
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,99.215885372596,100.332825633215,95.120437750324,93.382975122694,96.226095786089,91.222429063011,95.080949963333,106.301122581373,100.975912449935,96.412252496192,100,106.244711457099,119.168500028206,114.819202346703,100.958989112653,116.759745021718
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,135.782184977564,145.311923341134,136.060456275825,150.559342167133,143.078708874157,124.265112714325,103.837398530617,113.551788142945,111.735559182622,106.96400715486,100,95.962176295885,111.875296889948,93.933721821419,83.627268178997,79.9087159363
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,163.961893305552,150.666974556156,141.037193766312,140.654837982107,132.71665932744,116.457409217352,114.307194947748,118.98944225461,108.593875863254,102.814503743005,100,101.500424243075,103.254320298152,127.154778910286,147.110313939876,117.734971591824
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,122.317308206112,131.711101866413,124.823195144763,118.71235121199,112.572379923007,103.673177622454,104.622906461028,107.160920365448,109.697770486924,110.589342960933,100,99.118491789757,105.404312946807,101.39522822767,101.666897784125,103.866824547756
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,128.53038288893,121.859853890828,115.442083869114,110.480165515032,115.727637336499,116.698401371599,99.104892914506,96.456723047285,92.111129166726,91.788306556072,100,103.874577851884,114.517420527821,127.226551644552,134.54796591728,148.141547381857
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,97.881673561176,105.00846775313,97.223687498265,112.671090257919,116.979927260612,104.417113190261,97.165384935728,114.003720258752,107.943030067464,97.995502373747,100,102.945667564341,108.814792193009,116.60790138538,112.274077570171,126.785863016741
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,99.425567372784,111.11388422652,109.465361026481,113.495736252198,102.57903047466,93.836358791196,86.617519548806,89.365489098011,88.600738996587,93.602886779995,100,100.359256548751,102.897817215677,98.586340893001,90.294007684292,98.063116990558
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,127.38818249813,133.922213911743,123.262528047868,124.360508601346,113.772625280479,110.214659685864,125.62602842184,119.504861630516,108.580403889304,110.539267015707,100,101.513836948392,121.782348541511,149.338070306657,153.20942408377,161.103964098728
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,101.602114948163,105.740629452582,103.814702174783,91.867800096727,99.707604245018,99.495118698598,81.427459650559,97.290874462757,98.133255813044,95.682632630741,100,106.066397170683,119.366688784283,106.275884454792,90.454706033416,99.375448924602
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,87.47553816047,97.827657310971,86.644163963278,98.081141070936,120.567646015839,112.971013541024,105.764457111336,113.443832989664,105.873468261995,97.484863210707,100,105.042094064803,115.726500216709,146.792051379713,143.457360879444,176.898829771865
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,80.533741682324,89.855247670715,84.599601389596,84.159518040731,89.099331899411,87.100403143884,73.77415547149,103.456862261132,108.095115763245,112.811110047702,100,82.966037520422,75.909424432769,73.133927387087,64.263922400259,67.729179994258
