Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017<R>,2018<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,374891.404,391243.029,421079.732,445309.61600000004,454079.113,475202.82700000005,495944.159,525011.917,549751.1309999999,564003.811,553628.2049999998,562825.471,559067.9709999999,529902.799,505141.84900000005,463733.208
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,391574.439,410112.74600000004,436490.981,449609.24,464007.812,483350.662,439739.32300000003,448215.116,456768.5349999999,466371.322,473241.40099999995,478550.5809999999,490612.6159999999,490716.237,490025.603,500964.94700000004
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,83254.186,89789.73,79279.27900000001,77889.93400000001,79019.573,83246.79000000001,81739.53,88809.88600000003,86031.739,89918.601,87657.644,90496.304,96609.07500000001,97224.23500000002,96251.25400000002,99537.52100000001
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,613590.201,643859.491,648906.398,684557.3679999999,705608.578,704314.0299999999,688981.395,718148.55,746817.7309999999,779730.4340000001,781357.2760000001,790857.581,803983.2999999999,803426.3690000001,797002.138,815080.5109999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,161636.49699999997,169013.74699999997,176907.681,185462.602,191217.07499999998,193158.623,189365.45799999998,196149.981,202893.85,214700.599,215788.237,223091.26900000003,232221.15699999998,242413.381,250889.207,258936.10100000002
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,101406.31,105664.685,105661.44099999999,112108.36799999999,115935.139,126383.57700000002,130512,144730.56,144876.886,148728.64,146858.788,157068.407,159227.206,156595.22999999998,156172.432,155967.054
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.965018068521,0.969712514672,0.971162189501,0.991371894695,1.054442417377,1.048063138287,1.049591192531,1.060486085735,1.068409969843,1.086812573927,1.104805286746,1.189483824558,1.195897454451,1.270189414873,1.295249212202,1.310905516181
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,3.181075554648,3.241250767984,3.244060447824,3.273323772529,3.238152393523,3.176867992478,2.987467813441,2.983212049701,2.962534872997,2.95525042462,2.976002100045,2.947346152174,3.053101300074,3.101848590393,3.137969435886,3.144705768341
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.60551760699,0.624840728837,0.654775929743,0.672263600713,0.745025729732,0.756628462855,0.79377541922,0.770995756029,0.771103323481,0.760455510819,0.73534769215,0.71523556666,0.785073085661,0.788520191356,0.855793470451,0.982253503181
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,8.340652530484,8.118814044088,7.780606944043,7.280542755067,6.647570045707,6.021285140487,5.720443576897,5.253257686317,4.883797993403,4.632152235362,4.609746131296,4.279213205753,3.854507267977,3.530960985013,3.095600701489,2.981470309431
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,3.476151466026,3.441534343902,3.437799433728,3.448962448816,3.511030997916,3.459940261796,3.086976874888,3.413726995952,3.517170380607,3.561350971119,3.440644805258,3.523055071478,3.462921497181,3.423997860528,3.533213062345,3.5048189437
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.539313344053,0.519467289168,0.511384426828,0.52065025501,0.543874317953,0.548184761428,0.560110172296,0.571278491489,0.591195022001,0.58674313319,0.58444459383,0.583462046251,0.575440177665,0.594502394202,0.607144976597,0.609434727127
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,1.975644155519,1.82653898911,1.800154073243,1.783127265239,1.77162957709,1.793336490149,1.880774286046,1.888111524775,1.878531896192,1.845206162938,1.795896568717,1.837774238507,1.752814453042,1.707396561511,1.628237196166,1.560650181721
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,2.869843500178,2.886151750588,2.915934252107,3.012131075066,3.049219624089,3.060475843074,2.938621815327,2.910986320756,2.873325297509,2.975610411159,3.044823704794,3.031374059867,3.108920172444,3.174851851318,3.214868231173,3.198496760299
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,16.983131724007,17.063850373426,16.917430587152,17.045850787664,16.896923163975,17.013348674571,17.309655325472,17.048788536876,17.033083744161,17.069120073874,17.0883544956,16.997213216719,17.117217133918,17.397885052155,17.540951385306,17.63967999485
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,1.217624385659,1.208076468466,1.161260981186,1.151271718045,1.141465575997,1.150633822448,1.194879185681,1.179371228371,1.185245521335,1.185555989033,1.208575123026,1.205055349866,1.176671782444,1.188306393406,1.148540542463,1.134173833954
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,3.490331369593,3.45539777479,3.406016122388,3.42856774107,3.428607324694,3.492556573554,3.529129560393,3.603360114752,3.684933214867,3.699839697434,3.800997134787,3.866634448104,3.990167872897,4.049154887567,4.154068140089,4.114670600637
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,1.45483279844,1.475461284861,1.462570847991,1.432310340725,1.43730291775,1.446145529906,1.474437654863,1.476342111506,1.441792864772,1.413509083769,1.398815417175,1.42597931688,1.400160164478,1.39190936612,1.358225857525,1.369564013302
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.429666968862,1.467735576744,1.424016628412,1.402621150653,1.414682551579,1.449724803053,1.432981300507,1.437415167289,1.44240469083,1.443828092696,1.476624563744,1.494833018682,1.530248450528,1.551780884421,1.520475879564,1.536470975478
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,6.329729006371,6.277357641277,6.309157629665,6.359811359402,6.405991979407,6.377761427391,6.376642886156,6.447505603614,6.407374888467,6.449915633395,6.511560194445,6.612964769391,6.684351852028,6.826167326255,6.864417881833,6.914369141099
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,8.347757081237,8.228231922123,8.236437681111,8.259782165073,8.310788890746,8.318854382263,8.343217191926,8.547794308465,8.627761129385,8.683787573459,8.727145726156,8.751302580163,8.680818591371,8.702767749315,8.880510374193,8.929617138411
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,2.344659928732,2.306557788537,2.292723791287,2.300212468787,2.302943030084,2.323568486917,2.322613846644,2.297645305082,2.307611976429,2.281320443393,2.297990941612,2.38592963024,2.36353298917,2.398372978748,2.430120101339,2.425961612372
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,1.258495983884,1.223957578546,1.283211267187,1.207186687742,1.187876019088,1.178055781348,1.233452529848,1.219199986878,1.174243589515,1.13873321344,1.164294375492,1.146594297937,1.12527454465,1.129928869927,1.164348990843,1.134758379007
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0.605976262279,0.66570764197,0.676294036182,0.661568862651,0.643133790575,0.682458869603,0.681673273669,0.681322492983,0.676966502619,0.653232239357,0.662468691605,0.680346722662,0.693270067037,0.703098939142,0.700049473907,0.678801410906
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,6.400842400909,6.511852909902,6.633632280912,6.796438410304,7.047872906336,7.084524130579,6.980419083921,7.142946201627,7.191630112664,7.218056547459,7.191889238268,7.235487619379,7.357835897727,7.280382082348,7.361264975339,7.467784817929
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,1.616070042244,1.614912600529,1.600851583642,1.564981476177,1.542080851035,1.573544516697,1.6449421711,1.589205522864,1.579450460842,1.553238851447,1.569532332051,1.560061470323,1.572043316211,1.506287469768,1.441763236163,1.477894938698
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,3.152352441375,3.110241911961,3.207882948431,3.210028602711,3.267879557853,3.256109114879,3.169411928358,3.274489411458,3.316482721339,3.397228384931,3.31949852547,3.264551637425,3.255316279289,3.249015171911,3.381009269007,3.388877190415
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,1.688868039286,1.746400565423,1.822866795524,1.855151474628,1.905522698001,1.932605072778,1.980514104658,2.002474538917,2.076293702064,2.062695394135,2.045627466704,2.152176614467,2.231788795024,2.265822048171,2.313403852723,2.332701560062
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,1.148433890858,1.202554291824,1.226289141661,1.25159514072,1.353292408316,1.409581418326,1.360377381458,1.359694678139,1.385161779897,1.397900172049,1.440121087614,1.454871596453,1.481553775679,1.547213577581,1.580730650274,1.626723919912
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,1.785798145761,1.819555257248,1.852304013628,1.856595516395,1.8542656329,1.874807803676,1.874528925267,1.877018530388,1.908346514652,1.9266029816,1.968317795292,1.963781378493,1.992382369203,2.011930599863,2.066198469842,2.108826881616
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,2.1358772195,2.181177318122,2.140503710648,2.117174434196,2.14404787509,2.196668362962,2.22050138719,2.17841684009,2.142827349063,2.139793578091,2.13581427136,2.124523383457,2.183926989357,2.243103344554,2.218027484711,2.231464833975
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,2.910507734903,2.946084901095,3.033336009111,3.083865873147,3.054463055122,3.032177801884,3.006724976889,3.006479049267,3.169646531097,3.2138310632,3.262341469361,3.232023136763,3.24355145975,3.334146623627,3.293006159756,3.26204714329
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,2.985016841115,2.997873009246,3.154693632179,3.196449283998,3.185522137559,3.299388024367,3.633677341354,3.658007669431,3.695608011265,3.655006703117,3.539229429546,3.50437987581,3.373718333621,3.112910384435,2.908039641562,2.614137158503
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,3.117853016884,3.142460927991,3.270153402359,3.227312147863,3.255175397434,3.355959382314,3.221876465507,3.122927839908,3.070548402819,3.022302819247,3.025333389036,2.979650197128,2.960621718937,2.882709192801,2.82101726817,2.824018337415
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0.662899027963,0.688007678405,0.59395363305,0.559096895327,0.554349653806,0.577992062309,0.598888146304,0.618780704952,0.578333660348,0.582714306145,0.56037700133,0.563466727988,0.582991379275,0.571143106474,0.554106658825,0.561108688838
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,4.885620379624,4.933529409455,4.861551687438,4.913778706272,4.95008839059,4.890133526027,5.048020101041,5.003682428204,5.020354545916,5.053015435908,4.995053794647,4.924200368125,4.851669814465,4.719722733885,4.588243512791,4.594737263191
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,1.287006478505,1.295056302007,1.325377339069,1.331257579156,1.341453962653,1.341122592963,1.387440423448,1.366670187139,1.363919226746,1.391359620632,1.379489108472,1.389056810388,1.401347985334,1.424055756009,1.444338379488,1.459663598864
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,0.807432605591,0.809648437703,0.791606552769,0.80471811016,0.813325126024,0.877495748632,0.956233657699,1.008406631046,0.973910102877,0.963830679054,0.938837544371,0.97797166791,0.96086302911,0.919917612324,0.899065527978,0.879210857299
Valores constantes|Índice de volumen físico base 2013=100|B.1bP---Producto interno bruto<C1>,80.245551386787,83.391651100123,85.316169516596,89.151197792727,91.194049093794,92.236930183669,87.361522054505,91.832787964962,95.196630270001,98.663998724362,100,102.804340128381,106.18453819555,109.275088513546,111.589627863587,113.973132692405
"Valores constantes|Índice de volumen físico base 2013=100|D.21-D.31---Impuestos sobre los productos, netos",79.205689304793,82.438524366732,84.995035979111,91.388818842463,92.87616904102,96.257894078814,90.053720280889,93.826784623782,97.631421350116,99.080304702717,100,106.060499502659,112.29480076227,120.423100226481,124.986626751968,127.990104084054
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,80.287734937335,83.430316205469,85.32919682777,89.060425214673,91.125811110791,92.073813481863,87.252308864235,91.751898390219,95.097859266891,98.64711075806,100,102.672248921358,105.936665823116,108.822852194454,111.046157730949,113.404512397406
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,70.129203602367,73.228669972937,75.007325375554,79.91634684107,86.971814586501,87.344956681092,82.891760213782,88.071276223836,91.965074905383,97.040556955714,100,110.541631894797,114.671237104632,125.113118675262,130.18805217953,134.560001336879
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,85.820285860453,90.866393027764,93.015079683367,97.958132167403,99.152908311341,98.288355035601,87.58846788998,91.974185386664,94.667515329128,97.959244031082,100,101.683617020575,108.681163949852,113.424654732871,117.089785967208,119.833189730139
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,66.112449456063,70.892531711768,75.979709712215,81.420099328471,92.325133600059,94.738405665337,94.185021298011,96.199831755226,99.72190858747,102.015332070959,100,99.864111795596,113.10027353077,116.691759765157,129.234888093509,151.48205504409
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,145.268758950842,146.939810483912,144.02375368577,140.660291281058,131.409668792432,120.267509132969,108.275357383183,104.560284172743,100.751477638083,99.126594305837,100,95.310334004242,88.580506763319,83.355836619237,74.571257066796,73.347246689535
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,81.116285842644,83.451886142088,85.258630616774,89.275725809186,92.989996244698,92.590172003843,78.28354130973,91.034079421938,97.212991402507,102.107890695221,100,105.131452892119,106.622560067211,108.2963322808,114.033780650269,115.519708033816
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,74.087855842317,74.154711415181,74.662376677168,79.339142818384,84.800148532451,86.361413913603,83.61939911343,89.684953299106,96.196254692201,99.035076134366,100,102.499639968066,104.30452167075,110.695602040663,115.359295899828,118.253550118316
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,88.323568880184,84.853842964851,85.531485449513,88.427181843479,89.894476671026,91.942560824707,91.376030094665,96.463137013664,99.473636179398,101.355645919404,100,105.066414939463,103.395330330426,103.460169637354,100.679230451438,98.549535626864
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,75.673752109578,79.082592791638,81.717154048417,88.104172969153,91.25737265594,92.547125633997,84.208993073187,87.718878665059,89.74151256781,96.404717731362,100,102.218723388926,108.166734533904,113.470094577655,117.24776187237,119.128068050496
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,79.793357436142,83.31067995484,84.47570330794,88.838906033118,90.104979329075,91.669674395371,88.382260163225,91.539458285145,94.790273762196,98.536074898472,100,102.124643236173,106.115595378392,110.794019050476,113.987292034767,117.063308183204
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,80.888893099353,83.395893101024,81.988669917272,84.837712437729,86.065793086431,87.6596265598,86.263539417758,89.534814219003,93.262147827772,96.768227917181,100,102.373233147148,103.140204547711,106.9978096914,105.530067439568,106.423198825522
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,73.725601443014,75.844553085309,76.462204468919,80.334104464965,82.198068655136,84.602274383535,81.011558679478,86.981157677373,92.194034314887,96.021776254325,100,104.445239095375,111.208997412965,115.927628518693,121.361129606659,122.763105731031
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,83.50296162387,88.001747788454,89.218344486638,91.192995457485,93.63307880635,95.189209493484,91.969310663543,96.837073527319,98.019662396167,99.683335936946,100,104.666063571886,106.038507741586,108.285586044799,107.82392083834,111.033047833555
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,77.734534195791,82.92808224953,82.289160125959,84.597018876304,87.303230721104,90.396499146623,84.673470900104,89.315573918984,92.894024427372,96.456115706675,100,103.938314151376,109.783774908195,114.361650191852,114.343895187644,118.00070652024
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,78.045750866629,80.429561780498,82.676860402587,86.984914066627,89.648440260242,90.181891676034,85.444470757474,90.849329707157,93.576288511231,97.713224306899,100,104.271164611255,108.747815768724,114.080646698679,117.063684904193,120.419782289812
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|México<C1>,76.797446598248,78.660768665428,80.531325373054,84.290985264201,86.778358286139,87.766226302332,83.413865906868,89.866306746796,94.014886357577,98.157012778078,100,102.956447055038,105.374312179639,108.518871826313,112.997603877327,116.035518284286
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,81.918266720462,83.741342125924,85.13361654993,89.14652222715,91.322183981763,93.098631331704,88.187214775344,91.738098158366,95.496006969917,97.931487186853,100,106.601273516317,108.95813377748,113.576508700391,117.431054749556,119.719790345561
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,86.783715614073,87.705626643617,94.044417884587,92.341388902086,92.971475270302,93.162082172904,92.435026200495,96.078720011108,95.910496495827,96.481391471624,100,101.111383553541,102.386334508825,105.610818870743,111.051366744202,110.527649509384
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,73.441148450818,83.838224770136,87.109968603978,88.939454744326,88.466200835823,94.852166547865,89.781702550479,94.363149442852,97.179030511594,97.271726020031,100,105.443063117084,110.862174088433,115.497128999371,117.34562747505,116.200424252418
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,71.456764840777,75.541478651501,78.70567744134,84.163378315984,89.301032582409,90.699276893176,84.686743876873,91.127498267238,95.094432866759,99.006033061018,100,103.294664491137,108.381063286021,110.161866655395,113.661398899351,117.754941422026
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,82.668321347854,85.842557145854,87.031899300924,88.802194688952,89.531999742453,92.30918113451,91.444438222627,92.901956001429,95.698798028524,97.62304470158,100,102.052704708715,106.106146428532,104.43779674851,102.006352124311,106.783372011604
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,76.245021740555,78.170984020452,82.460068413005,86.123403916332,89.708783732496,90.315564540753,83.307314755317,90.507833473872,95.011461723828,100.957045827069,100,100.972739033511,103.888388617006,106.512202104495,113.103857614426,115.774705849393
