Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017<R>,2018<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,20359.004,21685.204999999998,23420.574,23183.883,24783.624,22955.767,13701.809,17867.963,14327.734,14181.107,16008.139000000001,17902.847999999998,13776.356,13761.231000000002,15598.982,14185.903999999999
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,847.174,802.034,953.9509999999999,944.8879999999999,894.8389999999999,891.419,803.89,885.7869999999999,914.863,712.822,702.369,751.803,655.731,722.532,729.432,692.018
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,104.291,112.555,112.529,111.604,108.709,124.838,126.394,168.755,177.706,152.659,88.625,81.371,75.73,72.446,81.813,84.407
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,37434.277,40736.96,44400.161,45280.383,44176.513999999996,46217.218,41957.266,48498.226,46620.210999999996,49567.557,48691.298,51673.53,54256.777,54034.75199999999,55280.237,53273.305
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,352.343,390.814,345.73,343.667,452.588,463.022,447.15200000000004,548.033,670.422,583.3130000000001,303.447,204.137,204.606,247.803,247.924,237.43300000000002
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,7705.053,8141.25,10043.646,10332.166000000001,10126.909,9696.957,8408.367999999999,9176.262,8872.193,9141.723,7925.084,8199.315,8676.703000000001,8814.683,9337.27,9522.630000000001
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,5478.794,6052.972000000001,6830.714,7652.75,7028.209000000001,6334.652,5380.754,6328.224,7251.133,6873.275,5963.633,6879.179,7611.764999999999,7816.604,7881.364,7712.588
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,223.868,235.649,261.279,288.532,289.966,311.42900000000003,269.602,252.371,209.534,166.929,136.58599999999998,146.335,143.803,240.345,279.517,221.68599999999998
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,10233.896,10793.73,12179.07,13171.914,13555.406,12918.407000000001,10528.464,11914.054,11780.470000000001,11991.986,11877.544,11934.465,11928.446,12026.759,11845.193000000001,12517.575
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,1621.7559999999999,1797.374,1684.034,1732.465,1539.263,1492.078,1391.189,1425.43,1496.1870000000001,1528.384,1091.922,1113.03,1069.269,1111.5720000000001,1136.045,1134.6080000000002
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,23243.626,26550.231,27833.523,26416.905000000002,21320.184,16637.046,17781.578,13011.318,19968.006999999998,20933.05,19782.251,21269.356,20607.355,21063.128999999997,20513.716,20301.573
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,345.597,508.33,548.53,617.944,697.906,817.261,497.312,564.904,549.544,508.583,429.124,395.836,424.559,398.004,321.648,380.365
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,2586.13,2775.711,2932.6040000000003,3147.359,3347.234,3692.598,2934.2309999999998,2873.896,3253.7929999999997,3336.496,2917.536,2934.823,2839.18,3121.532,3402.2580000000003,3666.9150000000004
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,5753.085999999999,6273.348,3447.0139999999997,3617.9539999999997,3454.511,3034.236,2777.279,2923.8599999999997,3580.985,3658.328,3156.892,3300.5950000000003,3116.667,3228.474,3073.435,2884.881
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,16371.683,16812.623,19568.882999999998,21373.67,21008.694000000003,21010.11,16520.908,19608.075,20113.908,20476.940000000002,22771.680999999997,25155.711,20565.828999999998,23105.654,22567.093,24789.382
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,520.1949999999999,577.1389999999999,611.698,678.47,658.596,738.522,916.24,979.998,1120.6550000000002,1520.037,1203.3899999999999,1235.023,1222.594,1202.483,1277.683,1363.491
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,656.178,554.63,669.011,716.266,690.5830000000001,694.498,624.18,699.1980000000001,744.017,805.2299999999999,672.739,750.499,787.517,834.936,425.368,436.91499999999996
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.362902665036,0.357859622283,0.375577064706,0.370301399156,0.387606767378,0.415440872093,0.402030426849,0.469050052489,0.42756926657,0.438588309318,0.397653840455,0.342316501726,0.386907693061,0.413850059077,0.404632245148,0.384763713932
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,2.197195696686,2.261524640193,2.240509546011,2.358561530097,2.355606532217,2.048891812342,2.157312304407,1.845781823058,1.738254702342,1.868533241487,2.044638423261,2.080730086214,2.267514061675,2.303346390747,2.396575985601,2.647383701695
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.038768342263,0.035001590829,0.034296882291,0.03780194193,0.045140094205,0.048577914806,0.050248448707,0.044799518827,0.042474061475,0.034937389313,0.029146971341,0.02749896724,0.036348886956,0.031764791829,0.030870397257,0.025646789073
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.032186252062,0.032123057874,0.037328248645,0.039188882056,0.043704359717,0.053995944437,0.064294805919,0.056381479574,0.056619165748,0.03811175942,0.02934955377,0.040671347666,0.041679758673,0.024745346308,0.018100536791,0.019615623005
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,24.81327783297,22.847449691093,22.496179379586,23.692605520495,25.418744524872,24.566420648241,20.475608772994,22.625964169196,22.979047749735,23.326501348213,21.91326360504,22.561378927559,22.934911565943,22.675787595845,22.369718854297,22.258332657921
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.143041966594,0.1477710985,0.102136076543,0.099269941044,0.103715706043,0.108817196966,0.100964289336,0.107095455038,0.114741410278,0.095468388205,0.063728584151,0.046044037654,0.041307862172,0.048407388728,0.048657792753,0.049606445788
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,0.299340705233,0.308148403055,0.289485924722,0.292675983119,0.271084597568,0.348725674711,0.431364571539,0.448358287416,0.518660712005,0.383737205865,0.367338907848,0.341029631979,0.351166201537,0.310453633538,0.309350346087,0.087370802578
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,1.646195676606,1.645083855016,1.800495396056,1.614319264106,1.407607634838,1.287059591164,1.235464445253,1.157876201653,1.178016683451,1.250267711044,1.311395660746,1.218997836021,1.324792306904,1.417896873974,1.642740968575,1.518336618662
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,6.533356130964,6.227387161403,5.718921411332,5.695173298669,5.446069669642,5.34367768272,5.458610021469,5.219989295266,4.723930464882,3.186993231167,3.390570427,3.02062357443,3.102303069072,2.760697849677,2.27800212431,2.233774429299
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,0.166968823456,0.182235913001,0.210457683812,0.250342531303,0.32826078536,0.381820426626,0.383187152551,0.365460421223,0.48198750871,0.516933542293,0.474139836139,0.423923116201,0.368050373726,0.35915650057,0.355719851895,0.359437850575
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,1.654920234594,1.500974437747,2.299531775522,2.324307109362,2.193291661617,2.834310128043,3.215021494536,3.517047895965,3.553066783156,3.657410168442,4.840002057664,4.469386250224,4.7012974723,4.84070845081,4.652045099649,4.614989403998
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,0.059634898283,0.058206683125,0.060473997327,0.066834770219,0.073087357875,0.080889769819,0.093178523911,0.089493415644,0.091232785767,0.081403694287,0.066857860216,0.060485341324,0.065197683539,0.067361010608,0.063225098111,0.064490337241
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.243401077043,1.265059843501,1.359825652315,1.348416484099,1.415553079125,1.564401075217,1.455854156552,1.424060579432,0.750190199619,0.733600248689,0.752325876404,0.867375897169,0.912930962466,0.995511163548,1.063049922575,1.124707943615
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,4.562829190626,4.841831865523,4.20602199128,3.997465993609,3.942241327301,3.985516414154,4.430162025566,4.705054185294,4.712233906574,4.628800590152,4.242851303698,4.58721664695,4.725384430781,4.734972326656,5.01247419481,5.018423792993
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,7.070649280724,7.686796380064,6.481312565862,6.319213441897,6.147889661178,6.301365809306,7.002119673258,6.155137998049,6.357691115554,6.492272845425,5.857734305139,5.746311171333,6.183493286066,5.933121811431,6.010323873625,5.963679375437
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,7.480451083714,7.578193179287,7.85792363349,7.479566781203,8.107246232433,7.851463026358,5.811356472595,6.716192714024,5.287432596668,5.168915162424,6.039045956122,6.299872426764,4.893389296736,4.812006142983,5.403413089786,4.959282567276
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,0.311274739491,0.280281813723,0.320063637556,0.304839051196,0.292720713943,0.304888236559,0.340954348054,0.332948763974,0.337616293525,0.259818675926,0.2649676311,0.264553605664,0.23291696708,0.252653881219,0.252671771588,0.24192415257
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0.038319346269,0.039333893007,0.037755022082,0.036005597986,0.035561007167,0.042697808411,0.05360756306,0.06343146678,0.065579699974,0.055643146884,0.033433645714,0.02863381956,0.02689944797,0.02533280613,0.028339633645,0.02950803584
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,13.754370201642,14.236091031506,14.896862666673,14.608322882191,14.451069653434,15.807477846771,17.795360403981,18.229466453691,17.204480715859,18.067030799613,18.368717705739,18.183511742968,19.27211606953,18.894789176825,19.148810878318,18.623936323528
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,0.129460388936,0.136575328164,0.115997154374,0.110873587354,0.148051082354,0.158365438776,0.189650846062,0.205994115929,0.247409055495,0.212613543508,0.114474916681,0.07183421641,0.072676461791,0.08665137285,0.085879693103,0.083004744555
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,2.831045765497,2.845071799915,3.369780914413,3.333355572553,3.312725565738,3.316608822249,3.566246165069,3.449164517879,3.27414805943,3.3320946401,2.98972581898,2.885274928707,3.081982317469,3.082304827559,3.234385868313,3.329037962869
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,2.013057736751,2.115294327391,2.291798184545,2.468924411189,2.299075427226,2.166613991284,2.282142422606,2.378646738943,2.675920490077,2.505261074683,2.249771428924,2.420729377855,2.703714202817,2.733298094136,2.730066962252,2.696261247572
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,0.082255184154,0.082350784533,0.087662686194,0.093085975396,0.094853995567,0.106516731889,0.114346458028,0.094860968283,0.077325339911,0.060844462929,0.051526859616,0.051494143925,0.051079114175,0.084043470852,0.096823357872,0.077499714873
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,3.760211374968,3.77201742225,4.086244939468,4.249512922372,4.434259260171,4.418427618644,4.46544375366,4.478243136573,4.347403510009,4.370995738413,4.480785309389,4.199645049865,4.237007956465,4.205498635128,4.103118453964,4.376047623195
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,0.595877206356,0.628117068177,0.56501649226,0.55892654667,0.503525398766,0.510329071098,0.590045825318,0.535789254788,0.552145085504,0.557085369401,0.411925904598,0.391666566524,0.379806494543,0.388692791536,0.393520578688,0.39665020115
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,8.540339561855,9.278343436121,9.338528517063,8.522601891158,6.974281945561,5.690297847021,7.541711346528,4.890681671517,7.368889672456,7.629951564485,7.462823936283,7.484520306458,7.31977384956,7.365322632725,7.105853545735,7.097273255704
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,0.126981725294,0.177642910861,0.184039334419,0.199360625442,0.22829977525,0.279524292278,0.21092523696,0.212335571152,0.202800865713,0.185374976724,0.16188637273,0.139291597735,0.150804208779,0.139173428084,0.111417335664,0.132972668763
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,0.950214409365,0.970010390396,0.983928843045,1.01539857775,1.094950852852,1.262963536274,1.244497154641,1.080237259058,1.200762882045,1.216129655024,1.100635994143,1.032741298766,1.00848243349,1.091532520566,1.178525971248,1.281925186804
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,2.113840068178,2.192307751985,1.156520449737,1.167221580368,1.13004342261,1.037786790885,1.177929008706,1.09901767923,1.32150811965,1.333435187276,1.19093267909,1.161453609639,1.107046372734,1.128927835051,1.064623249748,1.008532135278
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,6.015401040227,5.875402374315,6.565628502816,6.895557233634,6.872386995535,7.185998265478,7.007022622995,7.37026433573,7.422732220293,7.463702632386,8.590581831976,8.852098286516,7.305023731028,8.079549640991,7.81713356132,8.666176650155
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,0.19113377312,0.201689162417,0.205233064346,0.218887477738,0.215440644988,0.252593528117,0.388605420967,0.368360703867,0.413560705176,0.554042945783,0.453977037127,0.434594950709,0.434267842226,0.420482410537,0.442583307475,0.476665931684
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,0.241097621043,0.193823082744,0.22446236151,0.231081194643,0.225904267468,0.237536187263,0.264733837923,0.26281387046,0.274568172348,0.293500751122,0.253789758914,0.264094738246,0.27972761874,0.291959139484,0.147345449798,0.152742112373
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,102.672994416225,107.950671472852,112.439063243156,116.933034518341,115.323797794759,110.298271352441,88.946298770739,100.364328465052,102.225714293949,103.499491868945,100,107.205695151155,106.20673969181,107.884387407561,108.906944662976,107.910983424743
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,93.700348167614,97.147776755306,106.196719445209,108.889848115436,112.410040888349,115.231906193968,89.925243575027,118.384103824152,109.916136193304,114.153725013993,100,92.286996366534,103.336622110066,112.278458196169,110.818146458082,104.413000787409
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,110.333768029946,119.401602104256,123.210437442065,134.886322038602,132.86334068406,110.527720949867,93.847862089732,90.60313601502,86.907458331119,94.585056621263,100,109.098074640877,117.783796370099,121.53499197029,127.652774825679,139.722395658052
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,136.56519375631,129.634231575678,132.305661256504,151.655406279931,178.60267660687,183.829049209184,153.340581398359,154.262121094458,148.967150733867,124.06098729,100,101.144158836168,132.449328259688,117.57396909218,115.346483394165,94.952240428671
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,112.596562937827,118.151904266122,143.005694160593,156.134397614365,171.728428385969,202.921631383437,194.850833558272,192.803249399092,197.206904973072,134.398899728788,100,148.561035488888,150.825846090567,90.960038046762,67.165387729919,72.121749636885
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,116.260799044414,112.552725146265,115.430060149,126.427916402207,133.772230673518,123.652678106548,83.110834071134,103.628548473874,107.197613844758,110.174416742972,100,110.376453051078,111.158348041709,111.63848059579,111.1754861029,109.610262067898
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,230.454626176523,250.311371574025,180.2030426804,182.146451192802,187.684839874504,188.335405197419,140.916355887054,168.661575800627,184.054342035162,155.047060912804,100,77.456342863908,68.841531995501,81.947552240573,83.152193216125,83.998105724265
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,83.66716920056,90.556231077956,88.608980705163,93.165984069539,85.105347261875,104.709406695066,104.449273516738,122.500441599947,144.336634720847,108.119790661085,100,99.527488056262,101.53081135261,91.17765463187,91.714763405126,25.666405129954
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,128.885464983148,135.419013569943,154.374474284077,143.943781334395,123.784654100498,108.251424251455,83.796212659067,88.615107479061,91.82857662306,98.675080806349,100,99.652236399851,107.291701426725,116.645906521236,136.424044333315,124.9395606482
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,197.842590795885,198.270656831521,189.65250246116,196.413526944583,185.237691084815,173.834587352931,143.198074865549,154.516985119106,142.426525696646,97.28515809281,100,95.50842758137,97.177009472573,87.842504009955,73.170652737006,71.093876562814
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,36.156398960247,41.490901365889,49.90861981307,61.739827837659,79.842016108692,88.822178214041,71.884023146995,77.359434835225,103.917691792969,112.840885492709,100,95.851411121729,82.44283069324,81.721416540092,81.706617485004,81.805596111509
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,35.106517307513,33.477506101836,53.420886118868,56.154580145234,52.260044742897,64.590779895409,59.083500172178,72.930991774896,75.044346162426,78.210729970804,100,98.996581849711,103.163071194083,107.900133019001,104.677645216047,102.894180445973
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,91.580758922274,93.982225983919,101.702920016928,116.892650585414,126.069121173649,133.447312738045,123.962759204401,134.34391310481,139.494992241501,126.017209761602,100,96.987445337847,103.569473832699,108.696290026802,102.989420228523,104.089716462124
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,169.692038841767,181.522480938902,203.233103254615,209.582624000562,216.989687826721,229.356372963202,172.123334896164,189.977359852977,101.935519457238,100.923356959651,100,123.600209603133,128.879550907737,142.757434517825,153.887461169515,161.32416027118
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,110.416157078858,123.190506484713,111.46305605088,110.170212330847,107.152999043731,103.608526309846,92.873043838556,111.29770286485,113.534847803849,112.914282106922,100,115.906901808375,118.285473202016,120.397711889612,128.661885766084,127.636583981182
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|México<C1>,123.932683918742,141.657983697722,124.408632336272,126.145155283299,121.036214211372,118.651635550628,106.323127004867,105.459937170919,110.950664829155,114.711064990855,100,105.166477615264,112.113084617553,109.272831217188,111.743888577721,109.862699929667
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,127.179080591442,135.463622598479,146.304164400372,144.82559777873,154.818895563063,143.400597658479,85.592766279703,111.617990073674,89.502808540081,88.586855723829,100,111.835910470293,86.05844814316,85.963964955577,97.444068920191,88.616821730496
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,120.616655917331,114.189834688034,135.819063768475,134.52871638697,127.402974789605,126.916051249414,114.454083252535,126.114193536446,130.253897879889,101.488249054272,100,107.038180785314,93.359900565088,102.870713257561,103.853102856191,98.526273226751
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,117.676727785614,127.001410437236,126.972073342736,125.928349788434,122.661777150917,140.860930888575,142.616643159379,190.41466854725,200.514527503526,172.252750352609,100,91.814950634697,85.449929478138,81.74442877292,92.313681241185,95.240620592384
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,76.880836078759,83.663738025632,91.187055641852,92.994816034685,90.72773948232,94.918845663141,86.169947656766,99.60347740165,95.74649457897,101.799621361501,100,106.124774081808,111.430130698097,110.974145729284,113.532066859257,109.410320094568
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,116.113522295491,128.791518782522,113.934229041645,113.254373910436,149.148945285338,152.58743701536,147.357528662336,180.602543442512,220.935451660422,192.228955962656,100,67.272703305684,67.42726077371,81.662695627243,81.7025707949,78.24529489499
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,97.223613024165,102.72761777667,126.732360186971,130.372952513816,127.782986274972,122.357781949062,106.098156183581,115.787567677516,111.950775537521,115.351748953071,100,103.460291398804,109.484050894603,111.225104995733,117.819192831268,120.158095485171
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,91.870073158425,101.498063344944,114.539476188424,128.323624206922,117.851132019693,106.221358691925,90.226108816555,106.113572045765,121.589189006097,115.253151895833,100,115.352151951671,127.636375343687,131.071177585878,132.157092832507,129.327005870415
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,163.902596166518,172.52793112032,191.292665426911,211.245662073712,212.295550056375,228.009459241796,197.386262135211,184.770767135724,153.408109176636,122.215307571786,100,107.137627575301,105.283850467837,175.966058014731,204.645424860527,162.305067869328
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,86.161718281153,90.87510010487,102.538622462691,110.897623279695,114.126337902853,108.763284732938,88.641759609562,100.307386779624,99.182709826207,100.963515689776,100,100.479232070199,100.428556610693,101.256278233951,99.727628876812,105.388580332769
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,148.523063002669,164.606446247992,154.226583950136,158.661974023786,140.968219341675,136.646939982893,127.407360599017,130.54320729869,137.023248913384,139.971902754959,100,101.933105111904,97.925401264926,101.799579090814,104.040856398168,103.909253591374
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,117.497376815207,134.212385638015,140.699473482568,133.538417847393,107.774307382916,84.100874061299,89.886525047124,65.772686839329,100.939003352045,105.8173308993,100,107.517369989896,104.170930800544,106.474884986547,103.697582241778,102.625191642751
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,80.535462943112,118.45760199849,127.825523624873,144.001267698847,162.635042551803,190.448681499986,115.890045767657,131.641203941052,128.061818961419,118.516559316188,100,92.242801614452,98.93620491979,92.748016890223,74.954558589126,88.637549985552
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,88.640894234039,95.138877463723,100.516463207309,107.877297829401,114.728113037851,126.565636208088,100.572229442927,98.504217257302,111.525376207869,114.360062737872,100,100.592520537879,97.314309060797,106.99206453665,116.614088052384,125.685338587082
