Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017<R>,2018<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,324.077,300.587,315.073,281.264,280.68,279.817,275.161,294.101,288.92,283.472,280.72,286.859,317.038,272.135,253.456,277.119
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,61.305,60.707,62.337,59.791,58.497,55.816,57.714,66.788,73.791,71.779,61.61,57.058,62.269,55.304,51.801,58.262
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,3190.137,3437.803,3469.187,3443.599,3414.771,3511.642,3317.507,3349.464,3423.524,3373.326,3374.522,3049.693,3592.291,2960.337,2923.975,2874.166
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,328.236,298.296,295.656,288.061,277.588,287.647,296.184,320.471,333.324,327.64,295.748,268.519,260.801,282.541,260.645,301.265
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,1317.841,1330.243,1321.601,1369.013,1416.57,1376.99,1297.957,1338.086,1437.65,1392.952,1013.788,900.291,929.489,978.9,1090.22,1159.942
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,1148.957,1197.901,1205.13,972.433,995.049,989.86,897.135,941.131,1001.17,842.338,648.541,676.735,768.296,852.737,941.413,1073.696
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,109.843,114.548,114.049,117.722,119.906,91.725,87.116,97.335,108.91,99.625,97.046,95.955,106.084,102.283,93.512,106.189
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,980.813,959.843,945.616,885.258,871.229,804.753,759.51,776.804,775.023,801.579,758.326,790.851,796.046,687.949,601.546,653.96
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,351.649,351.536,345.503,332.205,330.043,331.175,342.285,322.779,324.292,344.519,326.51,331.549,342.796,315.168,310.084,324.691
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,711.807,724.156,820.308,660.13,667.259,664.627,721.76,804.438,810.498,747.357,788.457,868.979,893.74,869.349,832.989,840.045
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,171.98,168.7,164.327,179.782,199.512,190.941,184.026,200.727,206.319,196.951,175.43,171.272,186.426,220.847,234.183,277.947
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,852.51,899.411,891.35,969.591,977.845,1014.515,977.098,1024.88,1025.49,1091.074,1226.732,1201.731,1385.679,1497.989,1415.196,1395.166
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,184.512,193.32,173.506,175.817,167.72,164.288,162.571,158.684,167.282,177.639,165.83,171.873,194.909,204.191,199.946,230.661
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,1102.395,1074.981,1147.209,1178.021,1340.262,1250.67,1063.507,1017.464,1113.288,1202.262,972.897,919.729,939.2,963.185,744.125,791.413
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,538.822,564.681,613.467,665.484,748.521,716.73,599.902,590.643,668.911,627.433,427.717,389.219,421.279,418.524,414.492,414.949
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,91.268,82.653,85.756,82.16,80.17,74.705,86.363,103.372,110.155,107.425,94.67,89.64,76.654,66.408,65.536,61.036
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1.791147049894,1.717755807273,1.915041195473,2.140650863025,2.497924828267,2.448994373547,2.152860378125,2.070222687281,2.075362285848,2.163240730583,2.46041909576,2.289258428517,2.311567164405,2.42090544792,2.609471606245,2.675810336783
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,7.471376756122,7.793334111804,7.675165273059,7.548582941875,6.812072027726,6.988304805524,6.434279059584,6.506320572157,5.858365352153,6.615273000536,7.794610301434,7.485860406385,7.719957575675,8.243765560512,8.608970948757,8.330426975389
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.128875425645,0.11016631271,0.105804207453,0.122725273392,0.108473709378,0.115309162135,0.108982483991,0.118709338815,0.153361102457,0.157920068563,0.178202399737,0.186113536747,0.233544385839,0.192407502369,0.233002864829,0.205464035722
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.104437042346,0.097804620759,0.095232879692,0.095306049236,0.095127878122,0.094430720343,0.101963195399,0.109404220636,0.11102325531,0.103764658566,0.101245098902,0.089329828832,0.082740868972,0.081931619381,0.08093005136,0.08057498388
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,4.76427314849,4.484546807949,4.677046963534,4.84642280955,4.836912669892,4.675038796485,4.697398370483,4.904852915639,5.250526415763,5.490151184074,5.148073502131,4.843419743753,4.91876840678,5.245357975385,4.960488112323,5.481663245992
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.137532710782,0.142742277727,0.161893255578,0.15496710707,0.141182977914,0.14685490346,0.163671983204,0.173636547921,0.16656395065,0.15592448082,0.160890217649,0.159579153792,0.146343467832,0.144477646417,0.160737404223,0.151963662092
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,0.720917124426,0.678181483862,0.651626733456,0.637589534567,0.639957903976,0.661283188909,0.682568468458,0.707878249561,0.745573863709,0.685868156831,0.647238182298,0.703391346387,0.73791723093,0.832964656232,0.863602798253,0.838425022019
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,4.704431297139,5.23311527592,4.803914629547,4.515884503175,4.294934646106,4.396058554567,4.557553300142,4.459132476722,4.654063653088,4.818703805539,4.406359105588,4.282712308053,4.305236315426,4.397340422407,4.741231699973,4.755858171388
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,12.692527423795,12.326038105469,12.287669646125,12.619655304793,13.059125168483,11.447365460572,11.591276983913,11.101903277007,9.353714614455,10.293802472002,9.554761498459,9.032606781681,8.623072118085,8.289766282963,8.135773344608,8.498751513071
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,1.08088527922,1.008895844173,0.980103464671,0.964348513797,0.956805274855,1.021678258096,0.980573643659,1.019796864023,1.169365402271,1.29244122138,1.34506289268,1.449067812824,1.537482385227,1.666595397647,1.72234827448,1.741508100186
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,3.35164774767,3.241782152874,3.02598684034,3.303728506069,3.22207596343,3.313646653794,3.536754741698,3.638170805643,3.746781671889,3.863989241302,3.727531750799,3.685348257778,3.394209270826,3.436267477313,3.483300866984,3.543613530661
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,0.387379348388,0.393732725465,0.41366919611,0.394560578426,0.405200264834,0.423594426868,0.37605297931,0.390799439433,0.40878037443,0.390261390112,0.369413211309,0.359634265161,0.34143279045,0.40827565596,0.343516021584,0.338086472971
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,2.177481815298,2.10441501266,2.009781294071,2.251506227911,2.113771391976,1.911018509814,2.172384617822,2.211789643723,1.967879168512,1.790467301704,1.807430023953,2.0049313619,2.004970564282,1.970166861565,2.163674449532,2.45331795142
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,10.370774730153,10.621012863744,10.662556794121,10.490230747906,10.163263213431,10.183883778523,10.176552803778,10.741773159351,10.805835150982,10.339574051833,10.541286500294,10.835304255899,10.952355420279,10.821744577006,10.441350280049,9.763142952141
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,12.025713017466,12.367003731555,12.691198697932,13.049008615779,12.948571627721,13.558381196457,13.502450344514,14.187011017515,15.08279914579,15.032851034807,15.984008517832,17.042488829151,16.570368136199,16.210675328371,15.393745057031,16.027315521814
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,3.272730110548,2.977715873903,2.732435969183,2.597176536985,2.363377784626,2.226673180264,2.305679007539,2.241502683752,2.135143803342,2.304030036311,2.231172853195,2.253438308419,2.010047879262,1.868576303561,1.607129690201,1.459393207101
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,0.984085231655,0.887028860995,0.92417867691,0.826585280062,0.830394129231,0.862436218888,0.901696763915,0.913127981763,0.88402477399,0.836824332662,0.879297223761,0.930061896376,0.959297846674,0.855024015041,0.836925500733,0.860324379971
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0.186157441369,0.179145675177,0.182848184968,0.175715201662,0.173063864107,0.172032935788,0.189127554532,0.207364108405,0.225782472994,0.211895403335,0.192980556982,0.184994968551,0.188414378133,0.173760259165,0.171049720123,0.180876154381
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,9.687101240315,10.144918041746,10.175891465199,10.120129998274,10.102628584392,10.823385457521,10.871400111804,10.399452236847,10.475148935165,9.958236717563,10.569990831153,9.887795937886,10.869602448053,9.301116091704,9.655124522618,8.922935929631
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,0.996714361394,0.880268145726,0.86722432865,0.846560464047,0.821246421351,0.886569404484,0.970588689252,0.995001844413,1.019890190244,0.967210604057,0.926369319368,0.870599459501,0.789135175311,0.887718743395,0.860663969835,0.935286372757
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,4.001727570207,3.925532152542,3.876547541628,4.023287708391,4.190934201383,4.244081128188,4.253377573858,4.154503958184,4.398858564053,4.11206795673,3.175480813203,2.918947478554,2.812460324021,3.075616911915,3.599965751092,3.601075285174
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,3.488898056657,3.534992396925,3.534912381908,2.857809046469,2.943860794844,3.050890816599,2.939892376807,2.922033759167,3.063336158712,2.486626314859,2.031420279265,2.194128256197,2.324720375501,2.679223964262,3.108596941565,3.333321950055
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,0.333546885773,0.338029861468,0.334530898944,0.345964191434,0.354742904587,0.28270963586,0.285477285245,0.30220676606,0.333238052524,0.2940982677,0.303976483247,0.311107858798,0.320990394737,0.321364107265,0.308781711321,0.32966698633
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,2.978315611153,2.832485912644,2.773700519388,2.601617099439,2.577538288498,2.480364432678,2.488898169293,2.411829503285,2.371381463421,2.366303591716,2.37529903999,2.564118193298,2.408686698923,2.161474695,1.986337617826,2.030238747707
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,1.06780977245,1.037378787767,1.013436585834,0.976291892894,0.976434977888,1.020728957819,1.121660688966,1.002167747902,0.992254471849,1.017038304539,1.02272490927,1.074957005643,1.037236749691,0.990229881392,1.023914237458,1.008013103602
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,2.161457790861,2.136976222733,2.406144487465,1.940005620794,1.974091336313,2.048475956967,2.365192219548,2.497627846875,2.479926316174,2.206237380712,2.46967815316,2.817426877495,2.704290518759,2.731417393765,2.750574994988,2.607945300657
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,0.522230760406,0.497831805267,0.482007374293,0.528347583836,0.590257921872,0.588507610583,0.603049300868,0.623219371561,0.631285848487,0.58140976584,0.549498118996,0.555302643864,0.564090299472,0.693881671413,0.773285006226,0.862894931202
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,2.588713487346,2.654151759378,2.614526359491,2.849456909808,2.89296261685,3.12688107086,3.201929432686,3.182058564743,3.137749430564,3.220908138845,3.842483762821,3.896284281805,4.192806164817,4.706548475088,4.673054182717,4.331335361006
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0.560285161438,0.570485148751,0.50893140801,0.516695148276,0.49620102378,0.506359233101,0.532741720688,0.492683808141,0.511842143993,0.524399720712,0.519428108494,0.557251222084,0.589758275025,0.641549997815,0.660232569635,0.716094103286
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,3.347508891254,3.172256857486,3.36501729999,3.461995912038,3.965176344702,3.854744729149,3.485089893919,3.159033287329,3.406389909267,3.549140993942,3.047398229929,2.981969880298,2.841843998499,3.026241776794,2.457141232532,2.456965774725
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,1.636175269121,1.666367288856,1.799434164108,1.95574008233,2.214505643458,2.209064892996,1.965866136792,1.833834806861,2.046704608868,1.852215391697,1.339734862694,1.261936216907,1.27471166721,1.314965259416,1.368675133552,1.288221814977
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,0.277142441218,0.243908074693,0.251541282868,0.241453746693,0.237183616005,0.230251549163,0.283009720207,0.320950509284,0.337047449048,0.317124280127,0.296534155648,0.290633197464,0.231940704707,0.208648041563,0.216403437346,0.189488121911
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,103.152044998768,106.143838767611,106.786804502583,106.583218002314,105.874054392138,101.627082003675,95.584773373607,100.88513894976,102.370663246704,106.10557781154,100,96.609308748093,103.519030683188,99.693865367041,94.858908378432,100.8942507894
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,75.093093452459,74.104934303075,83.116380501107,92.731135924716,107.487959913482,101.155186307847,83.636430762023,84.885824461076,86.349603628767,93.289760293112,100,89.888618855991,97.256273384757,98.092809557213,100.605473449429,109.726785834773
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,98.874448053983,106.126460135312,105.150397754763,103.219048828436,92.528254331581,91.1143723769,78.903124331918,84.210887984093,76.940953229055,90.0516301596,100,92.782547334344,102.527579217414,105.438607207326,104.769520845757,107.829917845036
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,74.599240666526,65.619067707235,63.402587358504,73.402235815229,64.446670885186,65.759685017226,58.456373479575,67.204527877382,88.100260142024,94.029037474513,100,100.898193067567,135.667580679182,107.640793081628,124.029740561063,116.329185122689
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,106.40410852953,102.53689323392,100.445503202054,100.331033629304,99.477152492034,94.786993781518,96.262723138323,109.015252297126,112.257525600965,108.746094112551,100,85.239612659716,84.599201806763,80.676298610896,75.825263744083,80.295764625808
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,95.461830138213,92.463134633123,97.016272113744,100.337988303353,99.474794773259,92.288999165221,87.217045075653,96.118823423472,104.407963746724,113.156050203584,100,90.892143095304,98.908093952839,101.577806063468,91.402441547189,107.432092035036
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,88.176774067945,94.171128200136,107.452545507641,102.659398423051,92.905675070573,92.7616080989,97.237418475616,108.877640416626,105.980726175411,102.830721308284,100,95.822057821474,94.159447094325,89.523994938188,94.768811447484,95.296408059963
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,114.894451058393,111.218386132002,107.510864620537,104.994337814687,104.683159596194,103.832379956832,100.802384893096,110.337117802491,117.923962174666,112.438417685376,100,104.990950182448,118.022203509587,128.301247616559,126.569199647686,130.697271504206
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,110.12985942085,126.059390709947,116.421444575874,109.232473101158,103.196796592434,101.389512863675,98.864547553513,102.09340381247,108.125454948705,116.034880348491,100,93.898355929119,101.143342963081,99.489817679307,102.06795511931,108.896877345829
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,137.026984941344,136.929948646163,137.330583971637,140.772061414796,144.705080145095,121.757340418731,115.957848220154,117.22082805398,100.216626972484,114.312624061395,100,91.32974146056,93.42484030809,86.494973618257,80.771307416556,89.743230816892
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,82.892426493533,79.615665854715,77.812061907046,76.415287668426,75.313098193369,77.193550340228,69.682919672673,76.488875640984,88.998598102548,101.954505866079,100,104.079475010363,118.328062633611,123.5253296322,121.466496513886,130.631925070677
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,92.750201044845,92.311809840567,86.688856527508,94.465195502982,91.517462120798,90.342956875986,90.692695076523,98.466597144785,102.89933136308,109.989891036635,100,95.516006698974,94.262175922853,91.903921992079,88.643676267801,95.916079638128
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,108.168768071089,113.131587203337,119.579945224993,113.838744414391,116.130646022877,116.532555516929,97.302797256162,106.725624697932,113.279971510213,112.093744965532,100,94.051909070097,95.678201073455,110.181707182648,88.208959020494,92.338282303264
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,124.271312979719,123.584694756434,118.742147302311,132.770163128151,123.818650991021,107.451592722055,114.885162149001,123.455238973296,111.458309865501,105.109777464296,100,107.165992814944,114.832998573733,108.670071451967,113.555597532888,136.948968079705
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,101.483497446631,106.946630937927,108.015313675395,106.066991981239,102.077282714053,98.18141190328,92.277493211718,102.803891889065,104.939801352486,104.07519794328,100,99.303937352282,107.55586775612,102.346288270074,93.959602514799,93.446373313032
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|México<C1>,77.607371701286,82.124659071357,84.788027530613,87.012299102445,85.76808347446,86.204828791995,80.744993017797,89.543156598486,96.598806891824,99.791572522219,100,103.006893627128,107.316537376048,101.107609013881,91.355923036253,101.167613238868
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,151.305535628298,141.659214418381,130.777902410878,124.067228872701,112.147468879552,101.422127632094,98.776661383409,101.352214546134,97.964658794659,109.570371451876,100,97.57339821118,93.259564264586,83.492228837604,68.327547019358,65.994162678485
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,115.444927329724,107.077158734682,112.237460815047,100.193787403819,99.98575092619,99.678327158735,98.019734967227,104.766671416358,102.921060131091,100.980336278142,100,102.186876603021,112.937446565973,96.941792533485,90.287831290966,98.717227130237
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,99.50495049505,98.53432884272,101.180003246226,97.047557214738,94.947248823243,90.595682519072,93.676351241682,108.404479792242,119.771141048531,116.505437428989,100,92.611589027755,101.069631553319,89.764648596007,84.078883298166,94.565817237462
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,94.535966871753,101.875258184715,102.805286200534,102.047015844022,101.192731889139,104.06339031128,98.310427373121,99.257435571616,101.452116773872,99.964557943318,100,90.374073720663,106.453328797382,87.726113505854,86.648568300933,85.172537028948
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,110.985027793933,100.861544287704,99.968892435452,97.400827731718,93.859637258747,97.260843691251,100.147422805902,108.359481720925,112.705411363729,110.783504875773,100,90.793175270839,88.183521105806,95.534373858826,88.130773496355,101.865439495787
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,129.991773427975,131.215106116861,130.362659648763,135.039377068973,139.730397282272,135.826227968767,128.030416615703,131.988739263041,141.80972747754,137.400718887973,100,88.804661329588,91.684750657929,96.558649342861,107.539248837035,114.416623593887
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,177.160272056817,184.707057842141,185.821713661896,149.941638231045,153.42885029628,152.628746679084,138.331269726972,145.115112228834,154.372661096214,129.881996666363,100,104.347296470077,118.465293636023,131.485441938135,145.15859444507,165.555608666222
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,113.186530099128,118.034746408919,117.520557261505,121.305360344579,123.555839498794,94.517033159533,89.767739010366,100.297796921048,112.225130350555,102.65750262762,100,98.875790862065,109.313109247161,105.396409949921,96.358427961997,109.421305360345
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,129.33922877496,126.573927308308,124.697821253656,116.738447580592,114.888451668544,106.12230096291,100.156133377993,102.436682904186,102.201823490161,105.703747464811,100,104.289052465562,104.974114035388,90.719426737314,79.325514356622,86.237317459773
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,107.699304768614,107.664696333956,105.816973446449,101.744203852868,101.082049554378,101.428746439619,104.831398732045,98.857309117638,99.320694618848,105.515604422529,100,101.543291170255,104.987902361337,96.52629322226,94.969219932008,99.442896082815
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,90.278480627352,91.844704276834,104.03966227708,83.724286803212,84.628457861367,84.29464130574,91.540819600815,102.026870203448,102.795459993379,94.787287068287,100,110.212605126215,113.353042715075,110.2595322256,105.647993486011,106.542905954288
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,98.033403636778,96.163712021889,93.670979878014,102.480761557316,113.72741264322,108.841703243459,104.899960098045,114.419996579832,117.607592772046,112.267571110984,100,97.629823861369,106.26802713333,125.888958558969,133.490851051702,158.437553440119
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,69.4943964941,73.317643951572,72.660532210784,79.038534904119,79.711379502614,82.700622466847,79.650486006724,83.545550291343,83.595275903783,88.941512897683,100,97.961983546529,112.956945771367,122.112164678186,115.36309479169,113.730301320908
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,111.265754085509,116.577217632515,104.628836760538,106.022432611711,101.139721401435,99.070132062956,98.03473436652,95.690767653621,100.875595489357,107.121148163782,100,103.64409334861,117.535427847796,123.132726285955,120.5728758367,139.094856178014
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,113.310555999248,110.492785978372,117.916799003389,121.08383518502,137.759906752719,128.551121033367,109.313421667453,104.580854910643,114.430201758254,123.575465850959,100,94.535084392284,96.53642677488,99.001744275088,76.485486130598,81.346021212934
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,125.976288059628,132.022108076134,143.42824811733,155.589794186343,175.003799241087,167.571080878244,140.256758557644,138.092009436146,156.391024906656,146.69349125707,100,90.999188715903,98.494799131201,97.850681642301,96.908002253827,97.014848603165
